Year,Month,Day,Time,Temp_C,Condition
2017,12,15,14:01:00,31,Rain Shower
2017,12,20,18:28:00,31,Rain Shower
2017,2,7,13:21:00,31,Rain Shower
2017,2,20,13:59:00,31,Rain Shower
2017,1,23,15:48:00,31,Rain Shower
2018,3,3,11:02:00,31,Rain Shower
2018,3,18,14:31:00,31,Rain Shower
2017,1,8,11:16:00,31,Scattered Thunderstorms
2016,11,15,14:05:00,31,Scattered Thunderstorms
2016,11,17,12:16:00,31,Scattered Thunderstorms
2016,10,15,10:06:00,31,Scattered Thunderstorms
2016,9,12,16:16:00,31,Scattered Thunderstorms
2016,12,3,12:24:00,32,Isolated Thunderstorms
2016,12,25,12:11:00,32,Isolated Thunderstorms
2017,1,7,11:06:00,32,Isolated Thunderstorms
2016,9,12,13:18:00,32,Isolated Thunderstorms
2016,9,12,14:12:00,32,Isolated Thunderstorms
2017,2,6,12:36:00,32,Rain Shower
2018,2,22,12:03:00,32,Rain Shower
2017,2,24,13:37:00,32,Rain Shower
2018,1,19,15:39:00,32,Rain Shower
2017,3,15,13:38:00,32,Rain Shower
2018,3,26,15:23:00,32,Rain Shower
2016,12,12,10:22:00,32,Scattered Thunderstorms
2016,12,13,11:02:00,32,Scattered Thunderstorms
2017,1,3,11:43:00,32,Scattered Thunderstorms
2017,1,15,11:53:00,32,Scattered Thunderstorms
2017,1,16,10:28:00,32,Scattered Thunderstorms
2016,11,3,11:46:00,32,Scattered Thunderstorms
2016,10,14,10:15:00,32,Scattered Thunderstorms
2016,10,24,13:43:00,32,Showers
2015,11,19,16:00:00,32,Thunder
2016,11,3,08:35:00,33,Few Showers
2016,12,11,10:27:00,33,Isolated Thunderstorms
2016,12,19,13:20:00,33,Isolated Thunderstorms
2016,11,11,15:04:00,33,Isolated Thunderstorms
2016,11,27,15:57:00,33,Isolated Thunderstorms
2016,12,8,11:11:00,33,Scattered Thunderstorms
2016,12,10,12:07:00,33,Scattered Thunderstorms
2016,12,21,13:01:00,33,Scattered Thunderstorms
2017,1,11,11:18:00,33,Scattered Thunderstorms
2016,11,10,12:11:00,33,Scattered Thunderstorms
2016,10,20,12:35:00,33,Scattered Thunderstorms
2017,1,18,17:33:00,33,Showers
2016,2,27,16:32:00,33,Thunder
2016,2,28,16:46:00,33,Thunder
2017,1,2,12:28:00,34,Isolated Thunderstorms
2017,1,9,11:51:00,34,Isolated Thunderstorms
2016,10,16,11:26:00,34,Isolated Thunderstorms
2016,10,18,13:20:00,34,Isolated Thunderstorms
2017,12,17,15:04:00,34,Rain Shower
2018,1,22,15:15:00,34,Rain Shower
2017,3,3,14:04:00,34,Rain Shower
2017,11,18,15:27:00,34,Rain Shower
2016,12,24,12:56:00,34,Scattered Thunderstorms
2016,12,29,15:38:00,34,Scattered Thunderstorms
2017,1,4,12:44:00,34,Scattered Thunderstorms
2017,1,6,12:54:00,34,Scattered Thunderstorms
2017,1,10,11:13:00,34,Scattered Thunderstorms
2016,12,20,14:36:00,35,Isolated Thunderstorms
2019,1,3,14:33:00,35,Rain Shower
2016,12,22,14:37:00,35,Scattered Thunderstorms
2016,12,23,12:56:00,35,Scattered Thunderstorms
2017,12,24,13:56:00,36,Rain Shower
2018,10,3,14:52:00,36,Rain Shower
2016,12,31,12:36:00,36,Scattered Thunderstorms
2016,11,2,14:50:00,36,Scattered Thunderstorms
2016,11,28,14:37:00,36,Scattered Thunderstorms
2016,10,17,15:22:00,36,Scattered Thunderstorms
2016,12,30,12:37:00,37,Isolated Thunderstorms
2016,10,27,15:31:00,37,Isolated Thunderstorms
2017,12,24,15:26:00,37,Rain Shower
2016,12,26,14:34:00,37,Scattered Thunderstorms
2017,1,1,12:23:00,37,Scattered Thunderstorms
2017,1,5,12:44:00,37,Scattered Thunderstorms
2016,12,27,14:49:00,39,Scattered Thunderstorms
