,Month,Day,Time,Year,Condition,Temp_C
676,March,15,1900-01-01 16:42:00,2018,Rain,26
677,November,22,1900-01-01 14:07:00,2017,Rain,26
678,April,2,1900-01-01 14:08:00,2018,Rain Shower,26
679,April,4,1900-01-01 13:28:00,2018,Rain Shower,26
680,April,8,1900-01-01 11:23:00,2018,Rain Shower,26
681,December,7,1900-01-01 16:29:00,2017,Rain Shower,26
682,December,9,1900-01-01 10:57:00,2017,Rain Shower,26
683,December,16,1900-01-01 22:49:00,2018,Rain Shower,26
684,December,30,1900-01-01 10:35:00,2017,Rain Shower,26
685,February,15,1900-01-01 15:13:00,2018,Rain Shower,26
686,February,17,1900-01-01 15:03:00,2018,Rain Shower,26
687,February,23,1900-01-01 10:28:00,2018,Rain Shower,26
688,February,25,1900-01-01 14:33:00,2018,Rain Shower,26
689,February,27,1900-01-01 13:21:00,2017,Rain Shower,26
690,January,1,1900-01-01 15:12:00,2018,Rain Shower,26
691,January,1,1900-01-01 20:38:00,2019,Rain Shower,26
692,January,8,1900-01-01 11:12:00,2018,Rain Shower,26
693,January,12,1900-01-01 18:54:00,2018,Rain Shower,26
694,January,21,1900-01-01 14:29:00,2018,Rain Shower,26
695,January,28,1900-01-01 15:04:00,2018,Rain Shower,26
696,March,9,1900-01-01 10:54:00,2018,Rain Shower,26
697,March,10,1900-01-01 18:34:00,2018,Rain Shower,26
698,March,10,1900-01-01 11:39:00,2018,Rain Shower,26
699,March,22,1900-01-01 11:02:00,2018,Rain Shower,26
700,November,11,1900-01-01 09:53:00,2017,Rain Shower,26
701,November,17,1900-01-01 12:57:00,2017,Rain Shower,26
702,November,18,1900-01-01 19:42:00,2017,Rain Shower,26
703,November,23,1900-01-01 19:27:00,2018,Rain Shower,26
704,November,25,1900-01-01 12:53:00,2018,Rain Shower,26
705,November,26,1900-01-01 14:01:00,2017,Rain Shower,26
706,October,4,1900-01-01 07:57:00,2018,Rain Shower,26
707,October,9,1900-01-01 14:31:00,2018,Rain Shower,26
708,October,11,1900-01-01 12:16:00,2018,Rain Shower,26
709,October,12,1900-01-01 10:45:00,2018,Rain Shower,26
710,October,13,1900-01-01 16:15:00,2018,Rain Shower,26
711,October,19,1900-01-01 16:08:00,2018,Rain Shower,26
712,October,27,1900-01-01 15:02:00,2018,Rain Shower,26
713,October,28,1900-01-01 13:14:00,2017,Rain Shower,26
714,September,27,1900-01-01 17:57:00,2018,Rain Shower,26
715,September,28,1900-01-01 13:17:00,2018,Rain Shower,26
716,September,28,1900-01-01 11:37:00,2018,Rain Shower,26
717,December,17,1900-01-01 10:20:00,2016,Showers,26
718,November,6,1900-01-01 12:01:00,2016,Showers,26
719,November,24,1900-01-01 12:51:00,2016,Showers,26
720,November,29,1900-01-01 02:52:00,2016,Showers,26
721,September,2,1900-01-01 14:04:00,2016,Showers,26
722,December,17,1900-01-01 18:41:00,2015,Thunder,26
723,December,19,1900-01-01 21:48:00,2015,Thunder in the Vicinity,26
724,January,12,1900-01-01 19:15:00,2016,Thunderstorm,26
725,October,13,1900-01-01 21:13:00,2016,Few Showers,27
726,October,13,1900-01-01 21:45:00,2016,Few Showers,27
727,October,21,1900-01-01 16:24:00,2016,Few Showers,27
728,September,29,1900-01-01 12:29:00,2016,Few Showers,27
729,December,14,1900-01-01 09:09:00,2016,Isolated Thunderstorms,27
730,April,6,1900-01-01 12:27:00,2018,Light Rain,27
731,April,10,1900-01-01 14:10:00,2017,Light Rain,27
732,April,12,1900-01-01 12:00:00,2017,Light Rain,27
733,December,26,1900-01-01 16:53:00,2017,Light Rain,27
734,December,27,1900-01-01 18:23:00,2017,Light Rain,27
735,December,27,1900-01-01 10:53:00,2017,Light Rain,27
736,February,7,1900-01-01 18:36:00,2017,Light Rain,27
737,February,8,1900-01-01 10:56:00,2017,Light Rain,27
738,February,21,1900-01-01 18:43:00,2018,Light Rain,27
739,February,27,1900-01-01 11:33:00,2018,Light Rain,27
740,February,28,1900-01-01 16:58:00,2018,Light Rain,27
741,January,3,1900-01-01 20:58:00,2019,Light Rain,27
742,January,7,1900-01-01 15:47:00,2018,Light Rain,27
743,January,11,1900-01-01 19:21:00,2016,Light Rain,27
744,January,13,1900-01-01 17:18:00,2016,Light Rain,27
745,March,5,1900-01-01 15:35:00,2017,Light Rain,27
746,March,11,1900-01-01 00:47:00,2016,Light Rain,27
747,March,11,1900-01-01 14:53:00,2017,Light Rain,27
748,March,13,1900-01-01 16:10:00,2018,Light Rain,27
749,March,29,1900-01-01 19:27:00,2016,Light Rain,27
750,November,20,1900-01-01 05:20:00,2015,Light Rain,27
751,October,17,1900-01-01 17:38:00,2018,Light Rain,27
752,February,16,1900-01-01 18:23:00,2016,Light Rain Shower,27
753,April,3,1900-01-01 17:08:00,2018,Light Rain with Thunder,27
754,February,19,1900-01-01 14:56:00,2018,Light Rain with Thunder,27
755,February,21,1900-01-01 14:08:00,2018,Light Rain with Thunder,27
756,January,22,1900-01-01 16:46:00,2018,Light Rain with Thunder,27
757,January,25,1900-01-01 16:54:00,2017,Light Rain with Thunder,27
758,January,28,1900-01-01 16:30:00,2016,Light Rain with Thunder,27
759,March,6,1900-01-01 20:11:00,2016,Light Rain with Thunder,27
760,March,23,1900-01-01 18:56:00,2016,Light Rain with Thunder,27
761,November,15,1900-01-01 14:28:00,2018,Light Rain with Thunder,27
762,March,2,1900-01-01 13:08:00,2018,Rain,27
763,March,2,1900-01-01 16:17:00,2018,Rain,27
764,October,25,1900-01-01 10:42:00,2016,Rain,27
765,April,6,1900-01-01 15:42:00,2017,Rain Shower,27
766,April,26,1900-01-01 14:03:00,2018,Rain Shower,27
767,December,15,1900-01-01 16:12:00,2018,Rain Shower,27
768,December,16,1900-01-01 16:09:00,2018,Rain Shower,27
769,December,21,1900-01-01 15:39:00,2018,Rain Shower,27
770,December,23,1900-01-01 14:11:00,2018,Rain Shower,27
771,December,25,1900-01-01 11:54:00,2018,Rain Shower,27
772,December,28,1900-01-01 09:23:00,2017,Rain Shower,27
773,February,3,1900-01-01 15:21:00,2017,Rain Shower,27
774,February,11,1900-01-01 16:15:00,2018,Rain Shower,27
775,February,20,1900-01-01 18:36:00,2018,Rain Shower,27
776,February,23,1900-01-01 16:34:00,2017,Rain Shower,27
777,February,24,1900-01-01 13:33:00,2018,Rain Shower,27
778,February,25,1900-01-01 14:22:00,2017,Rain Shower,27
779,February,25,1900-01-01 17:22:00,2017,Rain Shower,27
780,February,26,1900-01-01 10:32:00,2017,Rain Shower,27
781,January,1,1900-01-01 13:43:00,2019,Rain Shower,27
782,January,2,1900-01-01 15:57:00,2018,Rain Shower,27
783,January,5,1900-01-01 17:26:00,2018,Rain Shower,27
784,January,5,1900-01-01 14:28:00,2019,Rain Shower,27
785,January,11,1900-01-01 17:34:00,2018,Rain Shower,27
786,January,14,1900-01-01 16:21:00,2018,Rain Shower,27
787,January,19,1900-01-01 21:39:00,2018,Rain Shower,27
788,January,20,1900-01-01 13:44:00,2018,Rain Shower,27
789,January,24,1900-01-01 18:53:00,2017,Rain Shower,27
790,January,29,1900-01-01 16:39:00,2018,Rain Shower,27
791,March,2,1900-01-01 14:54:00,2017,Rain Shower,27
792,March,13,1900-01-01 15:43:00,2017,Rain Shower,27
793,March,21,1900-01-01 14:51:00,2018,Rain Shower,27
794,May,3,1900-01-01 12:07:00,2018,Rain Shower,27
795,November,5,1900-01-01 11:45:00,2017,Rain Shower,27
796,November,24,1900-01-01 15:10:00,2017,Rain Shower,27
797,November,25,1900-01-01 15:10:00,2017,Rain Shower,27
798,October,1,1900-01-01 14:54:00,2018,Rain Shower,27
799,October,12,1900-01-01 11:58:00,2016,Scattered Thunderstorms,27
800,September,6,1900-01-01 12:33:00,2016,Showers,27
801,December,18,1900-01-01 20:17:00,2015,Thunder,27
802,February,22,1900-01-01 19:20:00,2016,Thunder,27
803,December,21,1900-01-01 19:00:00,2015,Thunder in the Vicinity,27
804,March,30,1900-01-01 19:54:00,2016,Thunder in the Vicinity,27
805,March,17,1900-01-01 17:38:00,2016,Thunder,27
806,November,18,1900-01-01 18:07:00,2015,Thunder,27
807,November,3,1900-01-01 01:20:00,2016,Few Showers,28
808,October,23,1900-01-01 15:39:00,2016,Few Showers,28
809,December,12,1900-01-01 08:47:00,2016,Isolated Thunderstorms,28
810,February,13,1900-01-01 13:05:00,2018,Light Rain,28
811,March,6,1900-01-01 15:40:00,2017,Light Rain,28
812,March,11,1900-01-01 12:15:00,2016,Light Rain,28
813,March,4,1900-01-01 20:44:00,2016,Light Rain with Thunder,28
814,October,22,1900-01-01 11:27:00,2015,Light Rain with Thunder,28
815,April,5,1900-01-01 10:37:00,2018,Rain Shower,28
816,April,8,1900-01-01 12:22:00,2017,Rain Shower,28
817,April,9,1900-01-01 13:52:00,2017,Rain Shower,28
818,December,4,1900-01-01 12:45:00,2017,Rain Shower,28
819,December,5,1900-01-01 14:59:00,2017,Rain Shower,28
820,December,5,1900-01-01 11:59:00,2017,Rain Shower,28
821,December,5,1900-01-01 13:35:00,2018,Rain Shower,28
822,December,16,1900-01-01 18:11:00,2017,Rain Shower,28
823,December,19,1900-01-01 12:04:00,2017,Rain Shower,28
824,December,21,1900-01-01 13:08:00,2017,Rain Shower,28
825,December,21,1900-01-01 15:54:00,2018,Rain Shower,28
826,December,29,1900-01-01 11:25:00,2017,Rain Shower,28
827,December,29,1900-01-01 14:21:00,2018,Rain Shower,28
828,December,30,1900-01-01 13:40:00,2017,Rain Shower,28
829,February,12,1900-01-01 16:25:00,2018,Rain Shower,28
830,February,15,1900-01-01 17:28:00,2018,Rain Shower,28
831,January,4,1900-01-01 14:29:00,2019,Rain Shower,28
832,January,15,1900-01-01 14:51:00,2018,Rain Shower,28
833,January,24,1900-01-01 15:40:00,2018,Rain Shower,28
834,January,25,1900-01-01 14:05:00,2018,Rain Shower,28
835,January,26,1900-01-01 15:44:00,2017,Rain Shower,28
836,March,1,1900-01-01 12:23:00,2018,Rain Shower,28
837,March,4,1900-01-01 11:37:00,2018,Rain Shower,28
838,March,6,1900-01-01 12:35:00,2017,Rain Shower,28
839,March,7,1900-01-01 15:45:00,2017,Rain Shower,28
840,March,7,1900-01-01 09:40:00,2018,Rain Shower,28
841,March,8,1900-01-01 11:34:00,2017,Rain Shower,28
842,March,9,1900-01-01 16:59:00,2017,Rain Shower,28
843,March,13,1900-01-01 13:20:00,2018,Rain Shower,28
844,March,18,1900-01-01 12:56:00,2018,Rain Shower,28
845,March,21,1900-01-01 12:36:00,2018,Rain Shower,28
846,October,27,1900-01-01 12:47:00,2018,Rain Shower,28
847,November,8,1900-01-01 10:36:00,2016,Scattered Thunderstorms,28
848,September,7,1900-01-01 11:18:00,2016,Scattered Thunderstorms,28
849,September,17,1900-01-01 13:23:00,2016,Scattered Thunderstorms,28
850,August,21,1900-01-01 13:37:00,2016,Showers,28
851,October,26,1900-01-01 10:42:00,2016,Showers,28
852,December,12,1900-01-01 19:09:00,2015,Thunder,28
853,December,14,1900-01-01 22:14:00,2015,Thunder,28
854,December,15,1900-01-01 21:50:00,2015,Thunder,28
855,February,25,1900-01-01 16:28:00,2016,Thunder,28
856,December,13,1900-01-01 21:25:00,2015,Thunder in the Vicinity,28
857,November,7,1900-01-01 10:30:00,2016,Few Showers,29
858,March,5,1900-01-01 11:37:00,2018,Light Rain,29
859,April,27,1900-01-01 12:33:00,2018,Rain Shower,29
860,August,20,1900-01-01 14:26:00,2017,Rain Shower,29
861,December,19,1900-01-01 14:19:00,2017,Rain Shower,29
862,December,21,1900-01-01 20:29:00,2018,Rain Shower,29
863,February,10,1900-01-01 15:12:00,2017,Rain Shower,29
864,February,20,1900-01-01 13:21:00,2018,Rain Shower,29
865,January,12,1900-01-01 13:29:00,2018,Rain Shower,29
866,January,23,1900-01-01 15:35:00,2018,Rain Shower,29
867,March,4,1900-01-01 14:54:00,2017,Rain Shower,29
868,March,18,1900-01-01 16:46:00,2018,Rain Shower,29
869,March,20,1900-01-01 13:32:00,2018,Rain Shower,29
870,November,1,1900-01-01 14:14:00,2018,Rain Shower,29
871,December,18,1900-01-01 11:50:00,2016,Scattered Thunderstorms,29
872,November,26,1900-01-01 16:22:00,2016,Scattered Thunderstorms,29
873,November,29,1900-01-01 11:06:00,2016,Scattered Thunderstorms,29
874,April,27,1900-01-01 10:45:00,2016,Showers,29
875,August,31,1900-01-01 13:38:00,2016,Showers,29
876,November,22,1900-01-01 12:50:00,2016,Showers,29
877,February,17,1900-01-01 18:38:00,2016,Thunder,29
878,February,26,1900-01-01 18:02:00,2016,Thunder,29
879,April,1,1900-01-01 16:10:00,2016,Thunder in the Vicinity,29
880,March,31,1900-01-01 17:27:00,2016,Thunder,29
881,January,11,1900-01-01 14:47:00,2016,Light Rain,30
882,December,14,1900-01-01 16:12:00,2018,Rain Shower,30
883,December,27,1900-01-01 13:53:00,2017,Rain Shower,30
884,January,19,1900-01-01 11:54:00,2017,Scattered Thunderstorms,30
885,November,16,1900-01-01 11:50:00,2016,Scattered Thunderstorms,30
886,February,19,1900-01-01 19:03:00,2016,Thunder,30
887,February,20,1900-01-01 16:53:00,2016,Thunder,30
888,December,9,1900-01-01 10:36:00,2016,Isolated Thunderstorms,31
889,January,14,1900-01-01 14:13:00,2017,Isolated Thunderstorms,31
890,January,14,1900-01-01 12:38:00,2017,Isolated Thunderstorms,31
891,November,9,1900-01-01 12:06:00,2016,Isolated Thunderstorms,31
892,January,23,1900-01-01 18:10:00,2018,Light Rain with Thunder,31
893,December,1,1900-01-01 13:51:00,2018,Rain Shower,31
894,December,15,1900-01-01 14:01:00,2017,Rain Shower,31
895,December,20,1900-01-01 18:28:00,2017,Rain Shower,31
896,February,7,1900-01-01 13:21:00,2017,Rain Shower,31
897,February,20,1900-01-01 13:59:00,2017,Rain Shower,31
898,January,23,1900-01-01 15:48:00,2017,Rain Shower,31
899,March,3,1900-01-01 11:02:00,2018,Rain Shower,31
900,March,18,1900-01-01 14:31:00,2018,Rain Shower,31
901,January,8,1900-01-01 11:16:00,2017,Scattered Thunderstorms,31
902,November,15,1900-01-01 14:05:00,2016,Scattered Thunderstorms,31
903,November,17,1900-01-01 12:16:00,2016,Scattered Thunderstorms,31
904,October,15,1900-01-01 10:06:00,2016,Scattered Thunderstorms,31
905,September,12,1900-01-01 16:16:00,2016,Scattered Thunderstorms,31
906,December,3,1900-01-01 12:24:00,2016,Isolated Thunderstorms,32
907,December,25,1900-01-01 12:11:00,2016,Isolated Thunderstorms,32
908,January,7,1900-01-01 11:06:00,2017,Isolated Thunderstorms,32
909,September,12,1900-01-01 13:18:00,2016,Isolated Thunderstorms,32
910,September,12,1900-01-01 14:12:00,2016,Isolated Thunderstorms,32
911,February,6,1900-01-01 12:36:00,2017,Rain Shower,32
912,February,22,1900-01-01 12:03:00,2018,Rain Shower,32
913,February,24,1900-01-01 13:37:00,2017,Rain Shower,32
914,January,19,1900-01-01 15:39:00,2018,Rain Shower,32
915,March,15,1900-01-01 13:38:00,2017,Rain Shower,32
916,March,26,1900-01-01 15:23:00,2018,Rain Shower,32
917,December,12,1900-01-01 10:22:00,2016,Scattered Thunderstorms,32
918,December,13,1900-01-01 11:02:00,2016,Scattered Thunderstorms,32
919,January,3,1900-01-01 11:43:00,2017,Scattered Thunderstorms,32
920,January,15,1900-01-01 11:53:00,2017,Scattered Thunderstorms,32
921,January,16,1900-01-01 10:28:00,2017,Scattered Thunderstorms,32
922,November,3,1900-01-01 11:46:00,2016,Scattered Thunderstorms,32
923,October,14,1900-01-01 10:15:00,2016,Scattered Thunderstorms,32
924,October,24,1900-01-01 13:43:00,2016,Showers,32
925,November,19,1900-01-01 16:00:00,2015,Thunder,32
926,November,3,1900-01-01 08:35:00,2016,Few Showers,33
927,December,11,1900-01-01 10:27:00,2016,Isolated Thunderstorms,33
928,December,19,1900-01-01 13:20:00,2016,Isolated Thunderstorms,33
929,November,11,1900-01-01 15:04:00,2016,Isolated Thunderstorms,33
930,November,27,1900-01-01 15:57:00,2016,Isolated Thunderstorms,33
931,December,8,1900-01-01 11:11:00,2016,Scattered Thunderstorms,33
932,December,10,1900-01-01 12:07:00,2016,Scattered Thunderstorms,33
933,December,21,1900-01-01 13:01:00,2016,Scattered Thunderstorms,33
934,January,11,1900-01-01 11:18:00,2017,Scattered Thunderstorms,33
935,November,10,1900-01-01 12:11:00,2016,Scattered Thunderstorms,33
936,October,20,1900-01-01 12:35:00,2016,Scattered Thunderstorms,33
937,January,18,1900-01-01 17:33:00,2017,Showers,33
938,February,27,1900-01-01 16:32:00,2016,Thunder,33
939,February,28,1900-01-01 16:46:00,2016,Thunder,33
940,January,2,1900-01-01 12:28:00,2017,Isolated Thunderstorms,34
941,January,9,1900-01-01 11:51:00,2017,Isolated Thunderstorms,34
942,October,16,1900-01-01 11:26:00,2016,Isolated Thunderstorms,34
943,October,18,1900-01-01 13:20:00,2016,Isolated Thunderstorms,34
944,December,17,1900-01-01 15:04:00,2017,Rain Shower,34
945,January,22,1900-01-01 15:15:00,2018,Rain Shower,34
946,March,3,1900-01-01 14:04:00,2017,Rain Shower,34
947,November,18,1900-01-01 15:27:00,2017,Rain Shower,34
948,December,24,1900-01-01 12:56:00,2016,Scattered Thunderstorms,34
949,December,29,1900-01-01 15:38:00,2016,Scattered Thunderstorms,34
950,January,4,1900-01-01 12:44:00,2017,Scattered Thunderstorms,34
951,January,6,1900-01-01 12:54:00,2017,Scattered Thunderstorms,34
952,January,10,1900-01-01 11:13:00,2017,Scattered Thunderstorms,34
953,December,20,1900-01-01 14:36:00,2016,Isolated Thunderstorms,35
954,January,3,1900-01-01 14:33:00,2019,Rain Shower,35
955,December,22,1900-01-01 14:37:00,2016,Scattered Thunderstorms,35
956,December,23,1900-01-01 12:56:00,2016,Scattered Thunderstorms,35
957,December,24,1900-01-01 13:56:00,2017,Rain Shower,36
958,October,3,1900-01-01 14:52:00,2018,Rain Shower,36
959,December,31,1900-01-01 12:36:00,2016,Scattered Thunderstorms,36
960,November,2,1900-01-01 14:50:00,2016,Scattered Thunderstorms,36
961,November,28,1900-01-01 14:37:00,2016,Scattered Thunderstorms,36
962,October,17,1900-01-01 15:22:00,2016,Scattered Thunderstorms,36
963,December,30,1900-01-01 12:37:00,2016,Isolated Thunderstorms,37
964,October,27,1900-01-01 15:31:00,2016,Isolated Thunderstorms,37
965,December,24,1900-01-01 15:26:00,2017,Rain Shower,37
966,December,26,1900-01-01 14:34:00,2016,Scattered Thunderstorms,37
967,January,1,1900-01-01 12:23:00,2017,Scattered Thunderstorms,37
968,January,5,1900-01-01 12:44:00,2017,Scattered Thunderstorms,37
969,December,27,1900-01-01 14:49:00,2016,Scattered Thunderstorms,39
