,Unnamed: 0,Data,TempMaxima
2551,5102,1967-12-27,21.7
2552,5104,1967-12-28,22.2
2553,5106,1967-12-29,21.8
2554,5108,1967-12-30,26.4
2555,5110,1967-12-31,29.4
2556,5112,1968-01-01,33.5
2557,5114,1968-01-02,33.6
2558,5116,1968-01-03,29.5
2559,5118,1968-01-04,21.8
2560,5120,1968-01-05,21.0
2561,5122,1968-01-06,23.6
2562,5124,1968-01-07,25.8
2563,5126,1968-01-08,26.5
2564,5128,1968-01-09,27.7
2565,5130,1968-01-10,34.8
2566,5132,1968-01-11,31.6
2567,5134,1968-01-12,27.3
2568,5136,1968-01-13,32.6
2569,5138,1968-01-14,33.1
2570,5140,1968-01-15,30.7
2571,5142,1968-01-16,30.5
2572,5144,1968-01-17,35.3
2573,5146,1968-01-18,29.7
2574,5148,1968-01-19,29.7
2575,5150,1968-01-20,28.8
2576,5152,1968-01-21,32.8
2577,5154,1968-01-22,29.9
2578,5156,1968-01-23,29.6
2579,5158,1968-01-24,30.1
2580,5160,1968-01-25,30.5
2581,5162,1968-01-26,30.1
2582,5164,1968-01-27,29.0
2583,5166,1968-01-28,29.6
2584,5168,1968-01-29,31.6
2585,5170,1968-01-30,30.1
2586,5172,1968-01-31,29.7
2587,5174,1968-02-01,23.9
2588,5176,1968-02-02,25.8
2589,5178,1968-02-03,25.4
2590,5180,1968-02-04,25.7
2591,5182,1968-02-05,27.4
2592,5184,1968-02-06,27.5
2593,5186,1968-02-07,27.2
2594,5188,1968-02-08,27.4
2595,5190,1968-02-09,27.4
2596,5192,1968-02-10,31.4
2597,5194,1968-02-11,33.6
2598,5196,1968-02-12,34.3
2599,5198,1968-02-13,36.4
2600,5200,1968-02-14,33.2
2601,5202,1968-02-15,32.4
2602,5204,1968-02-16,26.0
2603,5206,1968-02-17,27.2
2604,5208,1968-02-18,26.6
2605,5210,1968-02-19,25.6
2606,5212,1968-02-20,26.9
2607,5214,1968-02-21,26.0
2608,5216,1968-02-22,28.1
2609,5218,1968-02-23,30.6
2610,5220,1968-02-24,26.1
2611,5222,1968-02-25,26.8
2612,5224,1968-02-26,26.4
2613,5226,1968-02-27,23.6
2614,5228,1968-02-28,24.5
2615,5230,1968-02-29,28.4
2616,5232,1968-03-01,27.5
2617,5234,1968-03-02,26.8
2618,5236,1968-03-03,28.7
2619,5238,1968-03-04,28.7
2620,5240,1968-03-05,28.8
2621,5242,1968-03-06,29.8
2622,5244,1968-03-07,32.3
2623,5246,1968-03-08,29.2
2624,5248,1968-03-09,29.5
2625,5250,1968-03-10,31.2
2626,5252,1968-03-11,31.8
2627,5254,1968-03-12,27.8
2628,5256,1968-03-13,27.9
2629,5258,1968-03-14,26.9
2630,5260,1968-03-15,31.8
2631,5262,1968-03-16,31.6
2632,5264,1968-03-17,26.5
2633,5266,1968-03-18,24.1
2634,5268,1968-03-19,26.2
2635,5270,1968-03-20,26.5
2636,5272,1968-03-21,30.4
2637,5274,1968-03-22,30.5
2638,5276,1968-03-23,28.4
2639,5278,1968-03-24,27.6
2640,5280,1968-03-25,28.4
2641,5282,1968-03-26,31.0
2642,5284,1968-03-27,33.3
2643,5286,1968-03-28,30.6
2644,5288,1968-03-29,26.8
2645,5290,1968-03-30,27.1
2646,5292,1968-03-31,28.4
2647,5294,1968-04-01,25.8
2648,5296,1968-04-02,23.5
2649,5298,1968-04-03,26.1
2650,5300,1968-04-04,26.9
2651,5302,1968-04-05,24.9
2652,5304,1968-04-06,22.0
2653,5306,1968-04-07,24.6
2654,5308,1968-04-08,25.6
2655,5310,1968-04-09,25.8
2656,5312,1968-04-10,25.7
2657,5314,1968-04-11,26.9
2658,5316,1968-04-12,31.3
2659,5318,1968-04-13,28.3
2660,5320,1968-04-14,25.6
2661,5322,1968-04-15,23.7
2662,5324,1968-04-16,24.6
2663,5326,1968-04-17,23.8
2664,5328,1968-04-18,26.5
2665,5330,1968-04-19,30.2
2666,5332,1968-04-20,28.3
2667,5334,1968-04-21,24.0
2668,5336,1968-04-22,23.6
2669,5338,1968-04-23,26.1
2670,5340,1968-04-24,25.4
2671,5342,1968-04-25,23.3
2672,5344,1968-04-26,23.4
2673,5346,1968-04-27,25.8
2674,5348,1968-04-28,27.4
2675,5350,1968-04-29,31.8
2676,5352,1968-04-30,25.8
2677,5354,1968-05-01,22.8
2678,5356,1968-05-02,22.2
2679,5358,1968-05-03,22.8
2680,5360,1968-05-04,24.1
2681,5362,1968-05-05,25.3
2682,5364,1968-05-06,25.5
2683,5366,1968-05-07,26.4
2684,5368,1968-05-08,30.6
2685,5370,1968-05-09,28.6
2686,5372,1968-05-10,25.0
2687,5374,1968-05-11,28.7
2688,5376,1968-05-12,23.9
2689,5378,1968-05-13,23.6
2690,5380,1968-05-14,28.1
2691,5382,1968-05-15,28.6
2692,5384,1968-05-16,23.3
2693,5386,1968-05-17,20.2
2694,5388,1968-05-18,21.1
2695,5390,1968-05-19,22.2
2696,5392,1968-05-20,22.8
2697,5394,1968-05-21,25.6
2698,5396,1968-05-22,21.5
2699,5398,1968-05-23,20.7
2700,5400,1968-05-24,22.0
2701,5402,1968-05-25,27.9
2702,5404,1968-05-26,25.3
2703,5406,1968-05-27,26.4
2704,5408,1968-05-28,25.9
2705,5410,1968-05-29,24.1
2706,5412,1968-05-30,21.7
2707,5414,1968-05-31,23.2
2708,5416,1968-06-01,22.8
2709,5418,1968-06-02,22.7
2710,5420,1968-06-03,23.0
2711,5422,1968-06-04,23.4
2712,5424,1968-06-05,24.1
2713,5426,1968-06-06,26.1
2714,5428,1968-06-07,26.8
2715,5430,1968-06-08,26.7
2716,5432,1968-06-09,22.3
2717,5434,1968-06-10,21.2
2718,5436,1968-06-11,21.6
2719,5438,1968-06-12,22.3
2720,5440,1968-06-13,23.1
2721,5442,1968-06-14,23.7
2722,5444,1968-06-15,24.1
2723,5446,1968-06-16,22.8
2724,5448,1968-06-17,23.1
2725,5450,1968-06-18,25.2
2726,5452,1968-06-19,29.1
2727,5454,1968-06-20,23.1
2728,5456,1968-06-21,24.8
2729,5458,1968-06-22,24.4
2730,5460,1968-06-23,23.6
2731,5462,1968-06-24,26.0
2732,5464,1968-06-25,23.0
2733,5466,1968-06-26,20.5
2734,5468,1968-06-27,21.8
2735,5470,1968-06-28,22.7
2736,5472,1968-06-29,21.7
2737,5474,1968-06-30,23.1
2738,5476,1968-07-01,22.2
2739,5478,1968-07-02,22.7
2740,5480,1968-07-03,23.9
2741,5482,1968-07-04,26.3
2742,5484,1968-07-05,29.5
2743,5486,1968-07-06,24.9
2744,5488,1968-07-07,23.7
2745,5490,1968-07-08,25.4
2746,5492,1968-07-09,27.7
2747,5494,1968-07-10,24.9
2748,5496,1968-07-11,20.0
2749,5498,1968-07-12,22.7
2750,5500,1968-07-13,22.4
2751,5502,1968-07-14,24.6
2752,5504,1968-07-15,24.6
2753,5506,1968-07-16,24.7
2754,5508,1968-07-17,25.7
2755,5510,1968-07-18,23.7
2756,5512,1968-07-19,23.4
2757,5514,1968-07-20,25.2
2758,5516,1968-07-21,24.2
2759,5518,1968-07-22,22.7
2760,5520,1968-07-23,22.9
2761,5522,1968-07-24,22.9
2762,5524,1968-07-25,22.6
2763,5526,1968-07-26,20.7
2764,5528,1968-07-27,21.2
2765,5530,1968-07-28,19.7
2766,5532,1968-07-29,22.2
2767,5534,1968-07-30,21.7
2768,5536,1968-07-31,22.3
2769,5538,1968-08-01,22.3
2770,5540,1968-08-02,22.8
2771,5542,1968-08-03,25.4
2772,5544,1968-08-04,23.4
2773,5546,1968-08-05,22.4
2774,5548,1968-08-06,22.4
2775,5550,1968-08-07,23.3
2776,5552,1968-08-08,24.8
2777,5554,1968-08-09,27.6
2778,5556,1968-08-10,23.7
2779,5558,1968-08-11,22.3
2780,5560,1968-08-12,22.5
2781,5562,1968-08-13,22.0
2782,5564,1968-08-14,22.0
2783,5566,1968-08-15,22.4
2784,5568,1968-08-16,21.8
2785,5570,1968-08-17,22.6
2786,5572,1968-08-18,22.5
2787,5574,1968-08-19,23.9
2788,5576,1968-08-20,23.5
2789,5578,1968-08-21,25.3
2790,5580,1968-08-22,24.1
2791,5582,1968-08-23,20.7
2792,5584,1968-08-24,20.9
2793,5586,1968-08-25,22.1
2794,5588,1968-08-26,22.0
2795,5590,1968-08-27,22.8
2796,5592,1968-08-28,23.5
2797,5594,1968-08-29,24.0
2798,5596,1968-08-30,28.7
2799,5598,1968-08-31,26.8
2800,5600,1968-09-01,22.8
2801,5602,1968-09-02,22.1
2802,5604,1968-09-03,20.8
2803,5606,1968-09-04,17.0
2804,5608,1968-09-05,19.8
2805,5610,1968-09-06,23.1
2806,5612,1968-09-07,22.4
2807,5614,1968-09-08,23.4
2808,5616,1968-09-09,23.9
2809,5618,1968-09-10,26.8
2810,5620,1968-09-11,28.0
2811,5622,1968-09-12,24.6
2812,5624,1968-09-13,24.8
2813,5626,1968-09-14,21.8
2814,5628,1968-09-15,24.0
2815,5630,1968-09-16,32.4
2816,5632,1968-09-17,23.4
2817,5634,1968-09-18,22.1
2818,5636,1968-09-19,24.3
2819,5638,1968-09-20,33.4
2820,5640,1968-09-21,24.7
2821,5642,1968-09-22,21.0
2822,5644,1968-09-23,21.4
2823,5646,1968-09-24,22.9
2824,5648,1968-09-25,22.8
2825,5650,1968-09-26,24.5
2826,5652,1968-09-27,26.6
2827,5654,1968-09-28,28.6
2828,5656,1968-09-29,26.3
2829,5658,1968-09-30,23.7
2830,5660,1968-10-01,20.7
2831,5662,1968-10-02,23.5
2832,5664,1968-10-03,24.7
2833,5666,1968-10-04,26.3
2834,5668,1968-10-05,28.0
2835,5670,1968-10-06,29.8
2836,5672,1968-10-07,31.4
2837,5674,1968-10-08,27.0
2838,5676,1968-10-09,23.4
2839,5678,1968-10-10,20.7
2840,5680,1968-10-11,18.2
2841,5682,1968-10-12,18.3
2842,5684,1968-10-13,19.6
2843,5686,1968-10-14,19.4
2844,5688,1968-10-15,19.4
2845,5690,1968-10-16,25.0
2846,5692,1968-10-17,30.5
2847,5694,1968-10-18,29.4
2848,5696,1968-10-19,22.5
2849,5698,1968-10-20,22.3
2850,5700,1968-10-21,21.4
2851,5702,1968-10-22,19.8
2852,5704,1968-10-23,25.5
2853,5706,1968-10-24,25.7
2854,5708,1968-10-25,29.5
2855,5710,1968-10-26,29.7
2856,5712,1968-10-27,26.6
2857,5714,1968-10-28,30.5
2858,5716,1968-10-29,32.2
2859,5718,1968-10-30,30.4
2860,5720,1968-10-31,25.4
2861,5722,1968-11-01,28.1
2862,5724,1968-11-02,36.3
2863,5726,1968-11-03,35.6
2864,5728,1968-11-04,28.8
2865,5730,1968-11-05,25.9
2866,5732,1968-11-06,29.7
2867,5734,1968-11-07,30.3
2868,5736,1968-11-08,25.9
2869,5738,1968-11-09,24.0
2870,5740,1968-11-10,30.0
2871,5742,1968-11-11,29.1
2872,5744,1968-11-12,24.7
2873,5746,1968-11-13,23.9
2874,5748,1968-11-14,24.6
2875,5750,1968-11-15,27.1
2876,5752,1968-11-16,27.1
2877,5754,1968-11-17,24.4
2878,5756,1968-11-18,21.7
2879,5758,1968-11-19,24.5
2880,5760,1968-11-20,24.6
2881,5762,1968-11-21,24.3
2882,5764,1968-11-22,23.7
2883,5766,1968-11-23,26.4
2884,5768,1968-11-24,25.5
2885,5770,1968-11-25,24.5
2886,5772,1968-11-26,24.8
2887,5774,1968-11-27,25.9
2888,5776,1968-11-28,28.8
2889,5778,1968-11-29,27.8
2890,5780,1968-11-30,29.7
2891,5782,1968-12-01,27.6
2892,5784,1968-12-02,22.4
2893,5786,1968-12-03,23.6
2894,5788,1968-12-04,26.1
2895,5790,1968-12-05,25.8
2896,5792,1968-12-06,30.4
2897,5794,1968-12-07,26.7
2898,5796,1968-12-08,26.7
2899,5798,1968-12-09,25.8
2900,5800,1968-12-10,24.7
2901,5802,1968-12-11,25.1
2902,5804,1968-12-12,28.5
2903,5806,1968-12-13,28.3
2904,5808,1968-12-14,29.0
2905,5810,1968-12-15,35.7
2906,5812,1968-12-16,35.9
2907,5814,1968-12-17,29.3
2908,5816,1968-12-18,25.8
2909,5818,1968-12-19,27.6
2910,5820,1968-12-20,31.7
2911,5822,1968-12-21,34.1
2912,5824,1968-12-22,34.7
2913,5826,1968-12-23,36.4
2914,5828,1968-12-24,33.4
2915,5830,1968-12-25,32.6
2916,5832,1968-12-26,27.4
2917,5834,1968-12-27,27.8
2918,5836,1968-12-28,36.6
2919,5838,1968-12-29,32.1
2920,5840,1968-12-30,28.7
2921,5842,1968-12-31,32.0
2922,5844,1969-01-01,36.2
2923,5846,1969-01-02,32.9
2924,5848,1969-01-03,28.6
2925,5850,1969-01-04,29.2
2926,5852,1969-01-05,33.0
2927,5854,1969-01-06,34.2
2928,5856,1969-01-07,34.5
2929,5858,1969-01-08,34.5
2930,5860,1969-01-09,36.8
2931,5862,1969-01-10,34.7
2932,5864,1969-01-11,28.4
2933,5866,1969-01-12,26.5
2934,5868,1969-01-13,27.1
2935,5870,1969-01-14,29.0
2936,5872,1969-01-15,35.6
2937,5874,1969-01-16,32.0
2938,5876,1969-01-17,28.6
2939,5878,1969-01-18,28.1
2940,5880,1969-01-19,27.1
2941,5882,1969-01-20,28.1
2942,5884,1969-01-21,28.3
2943,5886,1969-01-22,27.5
2944,5888,1969-01-23,27.6
2945,5890,1969-01-24,25.5
2946,5892,1969-01-25,29.3
2947,5894,1969-01-26,27.8
2948,5896,1969-01-27,29.5
2949,5898,1969-01-28,31.9
2950,5900,1969-01-29,31.4
2951,5902,1969-01-30,31.3
2952,5904,1969-01-31,32.5
2953,5906,1969-02-01,33.8
2954,5908,1969-02-02,32.6
2955,5910,1969-02-03,29.6
2956,5912,1969-02-04,27.7
2957,5914,1969-02-05,28.4
2958,5916,1969-02-06,28.9
2959,5918,1969-02-07,28.4
2960,5920,1969-02-08,28.4
2961,5922,1969-02-09,28.6
2962,5924,1969-02-10,27.8
2963,5926,1969-02-11,29.7
2964,5928,1969-02-12,31.0
2965,5930,1969-02-13,29.3
2966,5932,1969-02-14,30.9
2967,5934,1969-02-15,36.1
2968,5936,1969-02-16,36.2
2969,5938,1969-02-17,35.2
2970,5940,1969-02-18,32.9
2971,5942,1969-02-19,31.3
2972,5944,1969-02-20,26.0
2973,5946,1969-02-21,26.3
2974,5948,1969-02-22,28.6
2975,5950,1969-02-23,26.8
2976,5952,1969-02-24,28.8
2977,5954,1969-02-25,29.6
2978,5956,1969-02-26,33.4
2979,5958,1969-02-27,34.9
2980,5960,1969-02-28,31.4
2981,5962,1969-03-01,28.2
2982,5964,1969-03-02,28.8
2983,5966,1969-03-03,28.7
2984,5968,1969-03-04,33.1
2985,5970,1969-03-05,31.3
2986,5972,1969-03-06,29.1
2987,5974,1969-03-07,28.6
2988,5976,1969-03-08,28.0
2989,5978,1969-03-09,27.5
2990,5980,1969-03-10,26.4
2991,5982,1969-03-11,28.2
2992,5984,1969-03-12,28.0
2993,5986,1969-03-13,27.6
2994,5988,1969-03-14,27.1
2995,5990,1969-03-15,25.6
2996,5992,1969-03-16,27.2
2997,5994,1969-03-17,28.4
2998,5996,1969-03-18,30.2
2999,5998,1969-03-19,29.3
3000,6000,1969-03-20,27.9
3001,6002,1969-03-21,30.7
3002,6004,1969-03-22,30.9
3003,6006,1969-03-23,30.4
3004,6008,1969-03-24,29.3
3005,6010,1969-03-25,32.7
3006,6012,1969-03-26,35.5
3007,6014,1969-03-27,30.1
3008,6016,1969-03-28,28.9
3009,6018,1969-03-29,28.4
3010,6020,1969-03-30,28.5
3011,6022,1969-03-31,30.0
3012,6024,1969-04-01,32.1
3013,6026,1969-04-02,31.2
3014,6028,1969-04-03,24.1
3015,6030,1969-04-04,26.6
3016,6032,1969-04-05,32.5
3017,6034,1969-04-06,25.9
3018,6036,1969-04-07,24.9
3019,6038,1969-04-08,26.3
3020,6040,1969-04-09,25.6
3021,6042,1969-04-10,26.3
3022,6044,1969-04-11,27.4
3023,6046,1969-04-12,26.7
3024,6048,1969-04-13,25.6
3025,6050,1969-04-14,26.2
3026,6052,1969-04-15,23.9
3027,6054,1969-04-16,25.5
3028,6056,1969-04-17,25.8
3029,6058,1969-04-18,27.1
3030,6060,1969-04-19,26.1
3031,6062,1969-04-20,26.1
3032,6064,1969-04-21,28.6
3033,6066,1969-04-22,28.7
3034,6068,1969-04-23,26.0
3035,6070,1969-04-24,28.3
3036,6072,1969-04-25,25.7
3037,6074,1969-04-26,27.0
3038,6076,1969-04-27,26.4
3039,6078,1969-04-28,29.0
3040,6080,1969-04-29,27.4
3041,6082,1969-04-30,28.5
3042,6084,1969-05-01,26.4
3043,6086,1969-05-02,29.8
3044,6088,1969-05-03,32.8
3045,6090,1969-05-04,31.5
3046,6092,1969-05-05,24.5
3047,6094,1969-05-06,23.7
3048,6096,1969-05-07,24.4
3049,6098,1969-05-08,24.8
3050,6100,1969-05-09,25.5
3051,6102,1969-05-10,26.2
3052,6104,1969-05-11,26.3
3053,6106,1969-05-12,27.9
3054,6108,1969-05-13,25.9
3055,6110,1969-05-14,24.7
3056,6112,1969-05-15,24.5
3057,6114,1969-05-16,24.5
3058,6116,1969-05-17,25.1
3059,6118,1969-05-18,26.7
3060,6120,1969-05-19,27.4
3061,6122,1969-05-20,29.5
3062,6124,1969-05-21,30.7
3063,6126,1969-05-22,29.1
3064,6128,1969-05-23,25.8
3065,6130,1969-05-24,26.6
3066,6132,1969-05-25,25.9
3067,6134,1969-05-26,30.6
3068,6136,1969-05-27,28.4
3069,6138,1969-05-28,24.8
3070,6140,1969-05-29,24.9
3071,6142,1969-05-30,27.7
3072,6144,1969-05-31,29.4
3073,6146,1969-06-01,27.6
3074,6148,1969-06-02,26.9
3075,6150,1969-06-03,22.3
3076,6152,1969-06-04,24.7
3077,6154,1969-06-05,24.1
3078,6156,1969-06-06,23.8
3079,6158,1969-06-07,23.5
3080,6160,1969-06-08,26.6
3081,6162,1969-06-09,28.3
3082,6164,1969-06-10,27.7
3083,6166,1969-06-11,27.2
3084,6168,1969-06-12,26.3
3085,6170,1969-06-13,29.2
3086,6172,1969-06-14,30.7
3087,6174,1969-06-15,30.7
3088,6176,1969-06-16,25.3
3089,6178,1969-06-17,28.7
3090,6180,1969-06-18,27.5
3091,6182,1969-06-19,22.4
3092,6184,1969-06-20,23.3
3093,6186,1969-06-21,24.2
3094,6188,1969-06-22,24.2
3095,6190,1969-06-23,23.5
3096,6192,1969-06-24,22.8
3097,6194,1969-06-25,21.8
3098,6196,1969-06-26,20.6
3099,6198,1969-06-27,21.5
3100,6200,1969-06-28,24.0
3101,6202,1969-06-29,27.8
3102,6204,1969-06-30,27.3
3103,6206,1969-07-01,24.8
3104,6208,1969-07-02,24.3
3105,6210,1969-07-03,24.1
3106,6212,1969-07-04,23.8
3107,6214,1969-07-05,24.8
3108,6216,1969-07-06,27.2
3109,6218,1969-07-07,28.3
3110,6220,1969-07-08,22.9
3111,6222,1969-07-09,22.6
3112,6224,1969-07-10,19.5
3113,6226,1969-07-11,18.7
3114,6228,1969-07-12,20.9
3115,6230,1969-07-13,22.8
3116,6232,1969-07-14,22.4
3117,6234,1969-07-15,24.5
3118,6236,1969-07-16,22.3
3119,6238,1969-07-17,21.5
3120,6240,1969-07-18,22.4
3121,6242,1969-07-19,27.8
3122,6244,1969-07-20,26.9
3123,6246,1969-07-21,28.3
3124,6248,1969-07-22,28.8
3125,6250,1969-07-23,27.1
3126,6252,1969-07-24,22.8
3127,6254,1969-07-25,23.4
3128,6256,1969-07-26,24.4
3129,6258,1969-07-27,22.9
3130,6260,1969-07-28,24.5
3131,6262,1969-07-29,24.3
3132,6264,1969-07-30,26.4
3133,6266,1969-07-31,27.7
3134,6268,1969-08-01,29.6
3135,6270,1969-08-02,25.0
3136,6272,1969-08-03,19.7
3137,6274,1969-08-04,21.1
3138,6276,1969-08-05,24.4
3139,6278,1969-08-06,29.7
3140,6280,1969-08-07,23.1
3141,6282,1969-08-08,20.6
3142,6284,1969-08-09,25.3
3143,6286,1969-08-10,28.1
3144,6288,1969-08-11,29.4
3145,6290,1969-08-12,26.3
3146,6292,1969-08-13,29.5
3147,6294,1969-08-14,30.6
3148,6296,1969-08-15,30.4
3149,6298,1969-08-16,24.9
3150,6300,1969-08-17,29.8
3151,6302,1969-08-18,21.8
3152,6304,1969-08-19,34.2
3153,6306,1969-08-20,22.8
3154,6308,1969-08-21,18.2
3155,6310,1969-08-22,21.1
3156,6312,1969-08-23,24.5
3157,6314,1969-08-24,25.9
3158,6316,1969-08-25,25.2
3159,6318,1969-08-26,27.8
3160,6320,1969-08-27,24.3
3161,6322,1969-08-28,25.5
3162,6324,1969-08-29,21.7
3163,6326,1969-08-30,19.7
3164,6328,1969-08-31,21.3
3165,6330,1969-09-01,23.8
3166,6332,1969-09-02,23.7
3167,6334,1969-09-03,33.8
3168,6336,1969-09-04,33.3
3169,6338,1969-09-05,25.2
3170,6340,1969-09-06,23.9
3171,6342,1969-09-07,31.8
3172,6344,1969-09-08,29.2
3173,6346,1969-09-09,22.1
3174,6348,1969-09-10,31.4
3175,6350,1969-09-11,27.0
3176,6352,1969-09-12,23.1
3177,6354,1969-09-13,22.2
3178,6356,1969-09-14,21.4
3179,6358,1969-09-15,20.2
3180,6360,1969-09-16,21.6
3181,6362,1969-09-17,29.6
3182,6364,1969-09-18,32.1
3183,6366,1969-09-19,25.7
3184,6368,1969-09-20,30.3
3185,6370,1969-09-21,26.7
3186,6372,1969-09-22,21.8
3187,6374,1969-09-23,22.8
3188,6376,1969-09-24,24.1
3189,6378,1969-09-25,25.8
3190,6380,1969-09-26,27.7
3191,6382,1969-09-27,25.8
3192,6384,1969-09-28,29.0
3193,6386,1969-09-29,34.5
3194,6388,1969-09-30,27.1
3195,6390,1969-10-01,26.4
3196,6392,1969-10-02,20.8
3197,6394,1969-10-03,22.1
3198,6396,1969-10-04,24.6
3199,6398,1969-10-05,29.4
3200,6400,1969-10-06,28.8
3201,6402,1969-10-07,23.8
3202,6404,1969-10-08,20.8
3203,6406,1969-10-09,25.0
3204,6408,1969-10-10,25.3
3205,6410,1969-10-11,22.6
3206,6412,1969-10-12,20.9
3207,6414,1969-10-13,22.9
3208,6416,1969-10-14,23.6
3209,6418,1969-10-15,25.5
3210,6420,1969-10-16,24.9
3211,6422,1969-10-17,22.8
3212,6424,1969-10-18,20.5
3213,6426,1969-10-19,23.5
3214,6428,1969-10-20,21.2
3215,6430,1969-10-21,24.8
3216,6432,1969-10-22,29.8
3217,6434,1969-10-23,26.5
3218,6436,1969-10-24,22.6
3219,6438,1969-10-25,21.6
3220,6440,1969-10-26,22.5
3221,6442,1969-10-27,27.8
3222,6444,1969-10-28,30.8
3223,6446,1969-10-29,28.6
3224,6448,1969-10-30,26.2
3225,6450,1969-10-31,27.4
3226,6452,1969-11-01,25.5
3227,6454,1969-11-02,27.8
3228,6456,1969-11-03,25.0
3229,6458,1969-11-04,25.9
3230,6460,1969-11-05,29.9
3231,6462,1969-11-06,33.0
3232,6464,1969-11-07,31.6
3233,6466,1969-11-08,35.3
3234,6468,1969-11-09,29.7
3235,6470,1969-11-10,25.8
3236,6472,1969-11-11,21.2
3237,6474,1969-11-12,24.0
3238,6476,1969-11-13,25.1
3239,6478,1969-11-14,27.9
3240,6480,1969-11-15,28.6
3241,6482,1969-11-16,30.4
3242,6484,1969-11-17,32.7
3243,6486,1969-11-18,29.4
3244,6488,1969-11-19,27.6
3245,6490,1969-11-20,27.2
3246,6492,1969-11-21,26.0
3247,6494,1969-11-22,31.4
3248,6496,1969-11-23,26.4
3249,6498,1969-11-24,26.9
3250,6500,1969-11-25,24.6
3251,6502,1969-11-26,23.6
3252,6504,1969-11-27,25.8
3253,6506,1969-11-28,29.5
3254,6508,1969-11-29,28.7
3255,6510,1969-11-30,28.8
3256,6512,1969-12-01,24.5
3257,6514,1969-12-02,25.5
3258,6516,1969-12-03,24.9
3259,6518,1969-12-04,24.7
3260,6520,1969-12-05,24.7
3261,6522,1969-12-06,25.8
3262,6524,1969-12-07,25.6
3263,6526,1969-12-08,27.6
3264,6528,1969-12-09,24.9
3265,6530,1969-12-10,25.7
3266,6532,1969-12-11,24.6
3267,6534,1969-12-12,27.4
3268,6536,1969-12-13,33.7
3269,6538,1969-12-14,29.3
3270,6540,1969-12-15,25.2
3271,6542,1969-12-16,25.4
3272,6544,1969-12-17,24.8
3273,6546,1969-12-18,27.7
3274,6548,1969-12-19,28.5
3275,6550,1969-12-20,29.5
3276,6552,1969-12-21,28.5
3277,6554,1969-12-22,33.4
3278,6556,1969-12-23,30.0
3279,6558,1969-12-24,27.0
3280,6560,1969-12-25,21.8
3281,6562,1969-12-26,24.8
3282,6564,1969-12-27,25.8
3283,6566,1969-12-28,26.9
3284,6568,1969-12-29,28.5
3285,6570,1969-12-30,28.5
3286,6572,1969-12-31,30.0
3287,6574,1970-01-01,30.9
3288,6576,1970-01-02,31.3
3289,6578,1970-01-03,30.5
3290,6580,1970-01-04,31.4
3291,6582,1970-01-05,30.0
3292,6584,1970-01-06,30.2
3293,6586,1970-01-07,34.8
3294,6588,1970-01-08,29.7
3295,6590,1970-01-09,34.2
3296,6592,1970-01-10,26.8
3297,6594,1970-01-11,25.9
3298,6596,1970-01-12,24.6
3299,6598,1970-01-13,28.2
3300,6600,1970-01-14,32.0
3301,6602,1970-01-15,32.6
3302,6604,1970-01-16,30.8
3303,6606,1970-01-17,28.0
3304,6608,1970-01-18,26.4
3305,6610,1970-01-19,26.2
3306,6612,1970-01-20,30.3
3307,6614,1970-01-21,24.7
3308,6616,1970-01-22,27.0
3309,6618,1970-01-23,27.3
3310,6620,1970-01-24,26.9
3311,6622,1970-01-25,29.4
3312,6624,1970-01-26,28.3
3313,6626,1970-01-27,28.6
3314,6628,1970-01-28,28.3
3315,6630,1970-01-29,28.4
3316,6632,1970-01-30,36.4
3317,6634,1970-01-31,30.2
3318,6636,1970-02-01,30.6
3319,6638,1970-02-02,30.3
3320,6640,1970-02-03,33.4
3321,6642,1970-02-04,34.2
3322,6644,1970-02-05,35.3
3323,6646,1970-02-06,35.0
3324,6648,1970-02-07,31.3
3325,6650,1970-02-08,33.8
3326,6652,1970-02-09,33.7
3327,6654,1970-02-10,29.2
3328,6656,1970-02-11,28.8
3329,6658,1970-02-12,29.6
3330,6660,1970-02-13,30.7
3331,6662,1970-02-14,28.7
3332,6664,1970-02-15,27.8
3333,6666,1970-02-16,30.4
3334,6668,1970-02-17,30.9
3335,6670,1970-02-18,28.5
3336,6672,1970-02-19,26.1
3337,6674,1970-02-20,30.3
3338,6676,1970-02-21,34.0
3339,6678,1970-02-22,29.4
3340,6680,1970-02-23,28.9
3341,6682,1970-02-24,27.0
3342,6684,1970-02-25,27.3
3343,6686,1970-02-26,26.8
3344,6688,1970-02-27,27.7
3345,6690,1970-02-28,28.3
3346,6692,1970-03-01,28.7
3347,6694,1970-03-02,28.2
3348,6696,1970-03-03,28.0
3349,6698,1970-03-04,28.1
3350,6700,1970-03-05,28.0
3351,6702,1970-03-06,27.8
3352,6704,1970-03-07,28.6
3353,6706,1970-03-08,33.0
3354,6708,1970-03-09,31.6
3355,6710,1970-03-10,33.8
3356,6712,1970-03-11,34.8
3357,6714,1970-03-12,31.3
3358,6716,1970-03-13,28.7
3359,6718,1970-03-14,25.4
3360,6720,1970-03-15,28.1
3361,6722,1970-03-16,33.6
3362,6724,1970-03-17,34.0
3363,6726,1970-03-18,27.0
3364,6728,1970-03-19,28.3
3365,6730,1970-03-20,28.8
3366,6732,1970-03-21,30.4
3367,6734,1970-03-22,30.4
3368,6736,1970-03-23,29.0
3369,6738,1970-03-24,33.6
3370,6740,1970-03-25,30.2
3371,6742,1970-03-26,25.7
3372,6744,1970-03-27,26.0
