Year,Month,Day,Time,Temp_C,Condition
2019,Jan,3,20:58:00,27,Light Rain
2018,Jan,7,15:47:00,27,Light Rain
2016,Jan,11,19:21:00,27,Light Rain
2016,Jan,13,17:18:00,27,Light Rain
2017,Mar,5,15:35:00,27,Light Rain
2016,Mar,11,00:47:00,27,Light Rain
2017,Mar,11,14:53:00,27,Light Rain
2018,Mar,13,16:10:00,27,Light Rain
2016,Mar,29,19:27:00,27,Light Rain
2015,Nov,20,05:20:00,27,Light Rain
2018,Oct,17,17:38:00,27,Light Rain
2016,Feb,16,18:23:00,27,Light Rain Shower
2018,Apr,3,17:08:00,27,Light Rain with Thunder
2018,Feb,19,14:56:00,27,Light Rain with Thunder
2018,Feb,21,14:08:00,27,Light Rain with Thunder
2018,Jan,22,16:46:00,27,Light Rain with Thunder
2017,Jan,25,16:54:00,27,Light Rain with Thunder
2016,Jan,28,16:30:00,27,Light Rain with Thunder
2016,Mar,6,20:11:00,27,Light Rain with Thunder
2016,Mar,23,18:56:00,27,Light Rain with Thunder
2018,Nov,15,14:28:00,27,Light Rain with Thunder
2018,Mar,2,13:08:00,27,Rain
2018,Mar,2,16:17:00,27,Rain
2016,Oct,25,10:42:00,27,Rain
2017,Apr,6,15:42:00,27,Rain Shower
2018,Apr,26,14:03:00,27,Rain Shower
2018,Dec,15,16:12:00,27,Rain Shower
2018,Dec,16,16:09:00,27,Rain Shower
2018,Dec,21,15:39:00,27,Rain Shower
2018,Dec,23,14:11:00,27,Rain Shower
2018,Dec,25,11:54:00,27,Rain Shower
2017,Dec,28,09:23:00,27,Rain Shower
2017,Feb,3,15:21:00,27,Rain Shower
2018,Feb,11,16:15:00,27,Rain Shower
2018,Feb,20,18:36:00,27,Rain Shower
2017,Feb,23,16:34:00,27,Rain Shower
2018,Feb,24,13:33:00,27,Rain Shower
2017,Feb,25,14:22:00,27,Rain Shower
2017,Feb,25,17:22:00,27,Rain Shower
2017,Feb,26,10:32:00,27,Rain Shower
2019,Jan,1,13:43:00,27,Rain Shower
2018,Jan,2,15:57:00,27,Rain Shower
2018,Jan,5,17:26:00,27,Rain Shower
2019,Jan,5,14:28:00,27,Rain Shower
2018,Jan,11,17:34:00,27,Rain Shower
2018,Jan,14,16:21:00,27,Rain Shower
2018,Jan,19,21:39:00,27,Rain Shower
2018,Jan,20,13:44:00,27,Rain Shower
2017,Jan,24,18:53:00,27,Rain Shower
2018,Jan,29,16:39:00,27,Rain Shower
2017,Mar,2,14:54:00,27,Rain Shower
2017,Mar,13,15:43:00,27,Rain Shower
2018,Mar,21,14:51:00,27,Rain Shower
2018,May,3,12:07:00,27,Rain Shower
2017,Nov,5,11:45:00,27,Rain Shower
2017,Nov,24,15:10:00,27,Rain Shower
2017,Nov,25,15:10:00,27,Rain Shower
2018,Oct,1,14:54:00,27,Rain Shower
2016,Oct,12,11:58:00,27,Scattered Thunderstorms
2016,Sep,6,12:33:00,27,Showers
2015,Dec,18,20:17:00,27,Thunder
2016,Feb,22,19:20:00,27,Thunder
2015,Dec,21,19:00:00,27,Thunder in the Vicinity
2016,Mar,30,19:54:00,27,Thunder in the Vicinity
2016,Mar,17,17:38:00,27,Thunder
2015,Nov,18,18:07:00,27,Thunder
2016,Nov,3,01:20:00,28,Few Showers
2016,Oct,23,15:39:00,28,Few Showers
2016,Dec,12,08:47:00,28,Isolated Thunderstorms
2018,Feb,13,13:05:00,28,Light Rain
2017,Mar,6,15:40:00,28,Light Rain
2016,Mar,11,12:15:00,28,Light Rain
2016,Mar,4,20:44:00,28,Light Rain with Thunder
2015,Oct,22,11:27:00,28,Light Rain with Thunder
2018,Apr,5,10:37:00,28,Rain Shower
2017,Apr,8,12:22:00,28,Rain Shower
2017,Apr,9,13:52:00,28,Rain Shower
2017,Dec,4,12:45:00,28,Rain Shower
2017,Dec,5,14:59:00,28,Rain Shower
2017,Dec,5,11:59:00,28,Rain Shower
2018,Dec,5,13:35:00,28,Rain Shower
2017,Dec,16,18:11:00,28,Rain Shower
2017,Dec,19,12:04:00,28,Rain Shower
2017,Dec,21,13:08:00,28,Rain Shower
2018,Dec,21,15:54:00,28,Rain Shower
2017,Dec,29,11:25:00,28,Rain Shower
2018,Dec,29,14:21:00,28,Rain Shower
2017,Dec,30,13:40:00,28,Rain Shower
2018,Feb,12,16:25:00,28,Rain Shower
2018,Feb,15,17:28:00,28,Rain Shower
2019,Jan,4,14:29:00,28,Rain Shower
2018,Jan,15,14:51:00,28,Rain Shower
2018,Jan,24,15:40:00,28,Rain Shower
2018,Jan,25,14:05:00,28,Rain Shower
2017,Jan,26,15:44:00,28,Rain Shower
2018,Mar,1,12:23:00,28,Rain Shower
2018,Mar,4,11:37:00,28,Rain Shower
2017,Mar,6,12:35:00,28,Rain Shower
2017,Mar,7,15:45:00,28,Rain Shower
2018,Mar,7,09:40:00,28,Rain Shower
2017,Mar,8,11:34:00,28,Rain Shower
2017,Mar,9,16:59:00,28,Rain Shower
2018,Mar,13,13:20:00,28,Rain Shower
2018,Mar,18,12:56:00,28,Rain Shower
2018,Mar,21,12:36:00,28,Rain Shower
2018,Oct,27,12:47:00,28,Rain Shower
2016,Nov,8,10:36:00,28,Scattered Thunderstorms
2016,Sep,7,11:18:00,28,Scattered Thunderstorms
2016,Sep,17,13:23:00,28,Scattered Thunderstorms
2016,Aug,21,13:37:00,28,Showers
2016,Oct,26,10:42:00,28,Showers
2015,Dec,12,19:09:00,28,Thunder
2015,Dec,14,22:14:00,28,Thunder
2015,Dec,15,21:50:00,28,Thunder
2016,Feb,25,16:28:00,28,Thunder
2015,Dec,13,21:25:00,28,Thunder in the Vicinity
2016,Nov,7,10:30:00,29,Few Showers
2018,Mar,5,11:37:00,29,Light Rain
2018,Apr,27,12:33:00,29,Rain Shower
2017,Aug,20,14:26:00,29,Rain Shower
2017,Dec,19,14:19:00,29,Rain Shower
2018,Dec,21,20:29:00,29,Rain Shower
2017,Feb,10,15:12:00,29,Rain Shower
2018,Feb,20,13:21:00,29,Rain Shower
2018,Jan,12,13:29:00,29,Rain Shower
2018,Jan,23,15:35:00,29,Rain Shower
2017,Mar,4,14:54:00,29,Rain Shower
2018,Mar,18,16:46:00,29,Rain Shower
2018,Mar,20,13:32:00,29,Rain Shower
2018,Nov,1,14:14:00,29,Rain Shower
2016,Dec,18,11:50:00,29,Scattered Thunderstorms
2016,Nov,26,16:22:00,29,Scattered Thunderstorms
2016,Nov,29,11:06:00,29,Scattered Thunderstorms
2016,Apr,27,10:45:00,29,Showers
2016,Aug,31,13:38:00,29,Showers
2016,Nov,22,12:50:00,29,Showers
2016,Feb,17,18:38:00,29,Thunder
2016,Feb,26,18:02:00,29,Thunder
2016,Apr,1,16:10:00,29,Thunder in the Vicinity
2016,Mar,31,17:27:00,29,Thunder
2016,Jan,11,14:47:00,30,Light Rain
2018,Dec,14,16:12:00,30,Rain Shower
2017,Dec,27,13:53:00,30,Rain Shower
2017,Jan,19,11:54:00,30,Scattered Thunderstorms
2016,Nov,16,11:50:00,30,Scattered Thunderstorms
2016,Feb,19,19:03:00,30,Thunder
2016,Feb,20,16:53:00,30,Thunder
2016,Dec,9,10:36:00,31,Isolated Thunderstorms
2017,Jan,14,14:13:00,31,Isolated Thunderstorms
2017,Jan,14,12:38:00,31,Isolated Thunderstorms
2016,Nov,9,12:06:00,31,Isolated Thunderstorms
2018,Jan,23,18:10:00,31,Light Rain with Thunder
2018,Dec,1,13:51:00,31,Rain Shower
2017,Dec,15,14:01:00,31,Rain Shower
2017,Dec,20,18:28:00,31,Rain Shower
2017,Feb,7,13:21:00,31,Rain Shower
2017,Feb,20,13:59:00,31,Rain Shower
2017,Jan,23,15:48:00,31,Rain Shower
2018,Mar,3,11:02:00,31,Rain Shower
2018,Mar,18,14:31:00,31,Rain Shower
2017,Jan,8,11:16:00,31,Scattered Thunderstorms
2016,Nov,15,14:05:00,31,Scattered Thunderstorms
2016,Nov,17,12:16:00,31,Scattered Thunderstorms
2016,Oct,15,10:06:00,31,Scattered Thunderstorms
2016,Sep,12,16:16:00,31,Scattered Thunderstorms
2016,Dec,3,12:24:00,32,Isolated Thunderstorms
2016,Dec,25,12:11:00,32,Isolated Thunderstorms
2017,Jan,7,11:06:00,32,Isolated Thunderstorms
2016,Sep,12,13:18:00,32,Isolated Thunderstorms
2016,Sep,12,14:12:00,32,Isolated Thunderstorms
2017,Feb,6,12:36:00,32,Rain Shower
2018,Feb,22,12:03:00,32,Rain Shower
2017,Feb,24,13:37:00,32,Rain Shower
2018,Jan,19,15:39:00,32,Rain Shower
2017,Mar,15,13:38:00,32,Rain Shower
2018,Mar,26,15:23:00,32,Rain Shower
2016,Dec,12,10:22:00,32,Scattered Thunderstorms
2016,Dec,13,11:02:00,32,Scattered Thunderstorms
2017,Jan,3,11:43:00,32,Scattered Thunderstorms
2017,Jan,15,11:53:00,32,Scattered Thunderstorms
2017,Jan,16,10:28:00,32,Scattered Thunderstorms
2016,Nov,3,11:46:00,32,Scattered Thunderstorms
2016,Oct,14,10:15:00,32,Scattered Thunderstorms
2016,Oct,24,13:43:00,32,Showers
2015,Nov,19,16:00:00,32,Thunder
2016,Nov,3,08:35:00,33,Few Showers
2016,Dec,11,10:27:00,33,Isolated Thunderstorms
2016,Dec,19,13:20:00,33,Isolated Thunderstorms
2016,Nov,11,15:04:00,33,Isolated Thunderstorms
2016,Nov,27,15:57:00,33,Isolated Thunderstorms
2016,Dec,8,11:11:00,33,Scattered Thunderstorms
2016,Dec,10,12:07:00,33,Scattered Thunderstorms
2016,Dec,21,13:01:00,33,Scattered Thunderstorms
2017,Jan,11,11:18:00,33,Scattered Thunderstorms
2016,Nov,10,12:11:00,33,Scattered Thunderstorms
2016,Oct,20,12:35:00,33,Scattered Thunderstorms
2017,Jan,18,17:33:00,33,Showers
2016,Feb,27,16:32:00,33,Thunder
2016,Feb,28,16:46:00,33,Thunder
2017,Jan,2,12:28:00,34,Isolated Thunderstorms
2017,Jan,9,11:51:00,34,Isolated Thunderstorms
2016,Oct,16,11:26:00,34,Isolated Thunderstorms
2016,Oct,18,13:20:00,34,Isolated Thunderstorms
2017,Dec,17,15:04:00,34,Rain Shower
2018,Jan,22,15:15:00,34,Rain Shower
2017,Mar,3,14:04:00,34,Rain Shower
2017,Nov,18,15:27:00,34,Rain Shower
2016,Dec,24,12:56:00,34,Scattered Thunderstorms
2016,Dec,29,15:38:00,34,Scattered Thunderstorms
2017,Jan,4,12:44:00,34,Scattered Thunderstorms
2017,Jan,6,12:54:00,34,Scattered Thunderstorms
2017,Jan,10,11:13:00,34,Scattered Thunderstorms
2016,Dec,20,14:36:00,35,Isolated Thunderstorms
2019,Jan,3,14:33:00,35,Rain Shower
2016,Dec,22,14:37:00,35,Scattered Thunderstorms
2016,Dec,23,12:56:00,35,Scattered Thunderstorms
2017,Dec,24,13:56:00,36,Rain Shower
2018,Oct,3,14:52:00,36,Rain Shower
2016,Dec,31,12:36:00,36,Scattered Thunderstorms
2016,Nov,2,14:50:00,36,Scattered Thunderstorms
2016,Nov,28,14:37:00,36,Scattered Thunderstorms
2016,Oct,17,15:22:00,36,Scattered Thunderstorms
2016,Dec,30,12:37:00,37,Isolated Thunderstorms
2016,Oct,27,15:31:00,37,Isolated Thunderstorms
2017,Dec,24,15:26:00,37,Rain Shower
2016,Dec,26,14:34:00,37,Scattered Thunderstorms
2017,Jan,1,12:23:00,37,Scattered Thunderstorms
2017,Jan,5,12:44:00,37,Scattered Thunderstorms
2016,Dec,27,14:49:00,39,Scattered Thunderstorms
