,Data,TempMaxima
4430,1967-01-25,27.3
4432,1967-01-26,27.4
4434,1967-01-27,26.7
4436,1967-01-28,27.7
4438,1967-01-29,26.9
4440,1967-01-30,27.9
4442,1967-01-31,28.5
4444,1967-02-01,30.7
4446,1967-02-02,35.0
4448,1967-02-03,32.7
4450,1967-02-04,27.3
4452,1967-02-05,28.3
4454,1967-02-06,28.9
4456,1967-02-07,28.2
4458,1967-02-08,31.0
4460,1967-02-09,31.2
4462,1967-02-10,29.7
4464,1967-02-11,27.7
4466,1967-02-12,29.1
4468,1967-02-13,28.7
4470,1967-02-14,28.9
4472,1967-02-15,29.2
4474,1967-02-16,31.4
4476,1967-02-17,36.9
4478,1967-02-18,28.5
4480,1967-02-19,25.0
4482,1967-02-20,27.5
4484,1967-02-21,30.3
4486,1967-02-22,32.1
4488,1967-02-23,34.1
4490,1967-02-24,33.0
4492,1967-02-25,32.6
4494,1967-02-26,31.6
4496,1967-02-27,28.8
4498,1967-02-28,31.2
4500,1967-03-01,33.4
4502,1967-03-02,30.0
4504,1967-03-03,29.3
4506,1967-03-04,34.2
4508,1967-03-05,31.2
4510,1967-03-06,28.2
4512,1967-03-07,28.6
4514,1967-03-08,28.0
4516,1967-03-09,29.4
4518,1967-03-10,32.0
4520,1967-03-11,26.4
4522,1967-03-12,28.8
4524,1967-03-13,33.3
4526,1967-03-14,29.2
4528,1967-03-15,26.6
4530,1967-03-16,24.1
4532,1967-03-17,23.4
4534,1967-03-18,24.7
4536,1967-03-19,22.8
4538,1967-03-20,24.7
4540,1967-03-21,26.9
4542,1967-03-22,28.7
4544,1967-03-23,28.3
4546,1967-03-24,27.4
4548,1967-03-25,29.2
4550,1967-03-26,28.6
4552,1967-03-27,29.2
4554,1967-03-28,32.4
4556,1967-03-29,34.6
4558,1967-03-30,28.4
4560,1967-03-31,29.7
4562,1967-04-01,28.7
4564,1967-04-02,28.4
4566,1967-04-03,28.7
4568,1967-04-04,31.2
4570,1967-04-05,27.3
4572,1967-04-06,27.2
4574,1967-04-07,27.3
4576,1967-04-08,27.3
4578,1967-04-09,26.8
4580,1967-04-10,27.7
4582,1967-04-11,28.3
4584,1967-04-12,29.7
4586,1967-04-13,30.4
4588,1967-04-14,29.2
4590,1967-04-15,28.3
4592,1967-04-16,25.6
4594,1967-04-17,24.8
4596,1967-04-18,24.7
4598,1967-04-19,26.5
4600,1967-04-20,25.8
4602,1967-04-21,29.9
4604,1967-04-22,27.8
4606,1967-04-23,27.3
4608,1967-04-24,27.2
4610,1967-04-25,24.9
4612,1967-04-26,24.5
4614,1967-04-27,24.9
4616,1967-04-28,26.7
4618,1967-04-29,26.3
4620,1967-04-30,25.6
4622,1967-05-01,25.4
4624,1967-05-02,26.0
4626,1967-05-03,28.3
4628,1967-05-04,31.7
4630,1967-05-05,26.8
4632,1967-05-06,25.9
4634,1967-05-07,26.4
4636,1967-05-08,24.9
4638,1967-05-09,25.5
4640,1967-05-10,26.4
4642,1967-05-11,27.3
4644,1967-05-12,27.6
4646,1967-05-13,27.4
4648,1967-05-14,27.4
4650,1967-05-15,26.7
4652,1967-05-16,25.6
4654,1967-05-17,25.5
4656,1967-05-18,27.2
4658,1967-05-19,27.4
4660,1967-05-20,27.4
4662,1967-05-21,25.6
4664,1967-05-22,26.0
4666,1967-05-23,28.3
4668,1967-05-24,25.8
4670,1967-05-25,25.5
4672,1967-05-26,27.5
4674,1967-05-27,26.2
4676,1967-05-28,25.7
4678,1967-05-29,28.9
4680,1967-05-30,25.6
4682,1967-05-31,25.4
4684,1967-06-01,26.4
4686,1967-06-02,28.3
4688,1967-06-03,30.3
4690,1967-06-04,26.4
4692,1967-06-05,26.8
4694,1967-06-06,30.1
4696,1967-06-07,21.0
4698,1967-06-08,21.8
4700,1967-06-09,20.5
4702,1967-06-10,27.3
4704,1967-06-11,24.4
4706,1967-06-12,25.3
4708,1967-06-13,24.2
4710,1967-06-14,23.1
4712,1967-06-15,23.7
4714,1967-06-16,25.5
4716,1967-06-17,26.6
4718,1967-06-18,25.8
4720,1967-06-19,25.8
4722,1967-06-20,26.7
4724,1967-06-21,27.9
4726,1967-06-22,26.9
4728,1967-06-23,26.3
4730,1967-06-24,28.5
4732,1967-06-25,25.8
4734,1967-06-26,22.8
4736,1967-06-27,24.3
4738,1967-06-28,25.1
4740,1967-06-29,25.4
4742,1967-06-30,27.9
4744,1967-07-01,28.5
4746,1967-07-02,22.9
4748,1967-07-03,23.2
4750,1967-07-04,24.8
4752,1967-07-05,24.7
4754,1967-07-06,23.0
4756,1967-07-07,23.9
4758,1967-07-08,26.4
4760,1967-07-09,28.2
4762,1967-07-10,30.3
4764,1967-07-11,26.0
4766,1967-07-12,21.3
4768,1967-07-13,26.8
4770,1967-07-14,24.7
4772,1967-07-15,24.4
4774,1967-07-16,22.6
4776,1967-07-17,22.3
4778,1967-07-18,23.0
4780,1967-07-19,24.7
4782,1967-07-20,24.5
4784,1967-07-21,25.3
4786,1967-07-22,26.5
4788,1967-07-23,21.4
4790,1967-07-24,22.3
4792,1967-07-25,24.3
4794,1967-07-26,25.3
4796,1967-07-27,25.3
4798,1967-07-28,25.3
4800,1967-07-29,28.8
4802,1967-07-30,26.6
4804,1967-07-31,24.3
4806,1967-08-01,26.1
4808,1967-08-02,24.8
4810,1967-08-03,28.8
4812,1967-08-04,25.4
4814,1967-08-05,22.2
4816,1967-08-06,21.4
4818,1967-08-07,22.0
4820,1967-08-08,23.1
4822,1967-08-09,23.3
4824,1967-08-10,25.0
4826,1967-08-11,30.8
4828,1967-08-12,26.3
4830,1967-08-13,27.2
4832,1967-08-14,28.1
4834,1967-08-15,26.6
4836,1967-08-16,25.3
4838,1967-08-17,26.8
4840,1967-08-18,25.9
4842,1967-08-19,29.7
4844,1967-08-20,30.4
4846,1967-08-21,28.5
4848,1967-08-22,26.0
4850,1967-08-23,25.5
4852,1967-08-24,24.9
4854,1967-08-25,25.9
4856,1967-08-26,25.3
4858,1967-08-27,29.1
4860,1967-08-28,30.8
4862,1967-08-29,27.9
4864,1967-08-30,27.8
4866,1967-08-31,33.7
4868,1967-09-01,28.8
4870,1967-09-02,26.8
4872,1967-09-03,27.7
4874,1967-09-04,25.8
4876,1967-09-05,23.9
4878,1967-09-06,24.8
4880,1967-09-07,33.0
4882,1967-09-08,24.9
4884,1967-09-09,27.4
4886,1967-09-10,23.3
4888,1967-09-11,22.3
4890,1967-09-12,28.7
4892,1967-09-13,25.8
4894,1967-09-14,22.0
4896,1967-09-15,22.0
4898,1967-09-16,24.2
4900,1967-09-17,28.4
4902,1967-09-18,33.2
4904,1967-09-19,31.8
4906,1967-09-20,33.6
4908,1967-09-21,24.4
4910,1967-09-22,21.3
4912,1967-09-23,22.2
4914,1967-09-24,22.3
4916,1967-09-25,22.3
4918,1967-09-26,23.2
4920,1967-09-27,23.8
4922,1967-09-28,22.9
4924,1967-09-29,23.1
4926,1967-09-30,24.7
4928,1967-10-01,27.4
4930,1967-10-02,29.8
4932,1967-10-03,30.0
4934,1967-10-04,30.0
4936,1967-10-05,30.0
4938,1967-10-06,25.8
4940,1967-10-07,26.8
4942,1967-10-08,27.2
4944,1967-10-09,28.6
4946,1967-10-10,31.4
4948,1967-10-11,31.9
4950,1967-10-12,29.0
4952,1967-10-13,27.9
4954,1967-10-14,26.9
4956,1967-10-15,27.8
4958,1967-10-16,27.3
4960,1967-10-17,28.8
4962,1967-10-18,29.8
4964,1967-10-19,30.1
4966,1967-10-20,28.4
4968,1967-10-21,26.4
4970,1967-10-22,23.9
4972,1967-10-23,23.0
4974,1967-10-24,24.0
4976,1967-10-25,24.0
4978,1967-10-26,25.5
4980,1967-10-27,23.2
4982,1967-10-28,29.6
4984,1967-10-29,27.1
4986,1967-10-30,23.9
4988,1967-10-31,22.6
4990,1967-11-01,25.4
4992,1967-11-02,33.9
4994,1967-11-03,26.2
4996,1967-11-04,23.4
4998,1967-11-05,23.6
5000,1967-11-06,24.2
5002,1967-11-07,24.8
5004,1967-11-08,24.3
5006,1967-11-09,25.1
5008,1967-11-10,29.4
5010,1967-11-11,29.2
5012,1967-11-12,32.2
5014,1967-11-13,28.3
5016,1967-11-14,29.4
5018,1967-11-15,26.7
5020,1967-11-16,23.8
5022,1967-11-17,21.7
5024,1967-11-18,25.6
5026,1967-11-19,27.0
5028,1967-11-20,24.2
5030,1967-11-21,24.7
5032,1967-11-22,27.1
5034,1967-11-23,28.8
5036,1967-11-24,28.0
5038,1967-11-25,29.6
5040,1967-11-26,24.6
5042,1967-11-27,23.8
5044,1967-11-28,25.8
5046,1967-11-29,26.4
5048,1967-11-30,25.0
5050,1967-12-01,24.9
5052,1967-12-02,32.7
5054,1967-12-03,33.6
5056,1967-12-04,26.4
5058,1967-12-05,22.8
5060,1967-12-06,23.9
5062,1967-12-07,27.5
5064,1967-12-08,31.9
5066,1967-12-09,29.1
5068,1967-12-10,23.0
5070,1967-12-11,24.4
5072,1967-12-12,24.4
5074,1967-12-13,26.5
5076,1967-12-14,25.8
5078,1967-12-15,27.1
5080,1967-12-16,27.3
5082,1967-12-17,27.1
5084,1967-12-18,26.8
5086,1967-12-19,28.4
5088,1967-12-20,26.6
5090,1967-12-21,27.4
5092,1967-12-22,26.8
5094,1967-12-23,26.3
5096,1967-12-24,24.4
5098,1967-12-25,24.6
5100,1967-12-26,25.1
5102,1967-12-27,21.7
5104,1967-12-28,22.2
5106,1967-12-29,21.8
5108,1967-12-30,26.4
5110,1967-12-31,29.4
5112,1968-01-01,33.5
5114,1968-01-02,33.6
5116,1968-01-03,29.5
5118,1968-01-04,21.8
5120,1968-01-05,21.0
5122,1968-01-06,23.6
5124,1968-01-07,25.8
5126,1968-01-08,26.5
5128,1968-01-09,27.7
5130,1968-01-10,34.8
5132,1968-01-11,31.6
5134,1968-01-12,27.3
5136,1968-01-13,32.6
5138,1968-01-14,33.1
5140,1968-01-15,30.7
5142,1968-01-16,30.5
5144,1968-01-17,35.3
5146,1968-01-18,29.7
5148,1968-01-19,29.7
5150,1968-01-20,28.8
5152,1968-01-21,32.8
5154,1968-01-22,29.9
5156,1968-01-23,29.6
5158,1968-01-24,30.1
5160,1968-01-25,30.5
5162,1968-01-26,30.1
5164,1968-01-27,29.0
5166,1968-01-28,29.6
5168,1968-01-29,31.6
5170,1968-01-30,30.1
5172,1968-01-31,29.7
5174,1968-02-01,23.9
5176,1968-02-02,25.8
5178,1968-02-03,25.4
5180,1968-02-04,25.7
5182,1968-02-05,27.4
5184,1968-02-06,27.5
5186,1968-02-07,27.2
5188,1968-02-08,27.4
5190,1968-02-09,27.4
5192,1968-02-10,31.4
5194,1968-02-11,33.6
5196,1968-02-12,34.3
5198,1968-02-13,36.4
5200,1968-02-14,33.2
5202,1968-02-15,32.4
5204,1968-02-16,26.0
5206,1968-02-17,27.2
5208,1968-02-18,26.6
5210,1968-02-19,25.6
5212,1968-02-20,26.9
5214,1968-02-21,26.0
5216,1968-02-22,28.1
5218,1968-02-23,30.6
5220,1968-02-24,26.1
5222,1968-02-25,26.8
5224,1968-02-26,26.4
5226,1968-02-27,23.6
5228,1968-02-28,24.5
5230,1968-02-29,28.4
5232,1968-03-01,27.5
5234,1968-03-02,26.8
5236,1968-03-03,28.7
5238,1968-03-04,28.7
5240,1968-03-05,28.8
5242,1968-03-06,29.8
5244,1968-03-07,32.3
5246,1968-03-08,29.2
5248,1968-03-09,29.5
5250,1968-03-10,31.2
5252,1968-03-11,31.8
5254,1968-03-12,27.8
5256,1968-03-13,27.9
5258,1968-03-14,26.9
5260,1968-03-15,31.8
5262,1968-03-16,31.6
5264,1968-03-17,26.5
5266,1968-03-18,24.1
5268,1968-03-19,26.2
5270,1968-03-20,26.5
5272,1968-03-21,30.4
5274,1968-03-22,30.5
5276,1968-03-23,28.4
5278,1968-03-24,27.6
5280,1968-03-25,28.4
5282,1968-03-26,31.0
5284,1968-03-27,33.3
5286,1968-03-28,30.6
5288,1968-03-29,26.8
5290,1968-03-30,27.1
5292,1968-03-31,28.4
5294,1968-04-01,25.8
5296,1968-04-02,23.5
5298,1968-04-03,26.1
5300,1968-04-04,26.9
5302,1968-04-05,24.9
5304,1968-04-06,22.0
5306,1968-04-07,24.6
5308,1968-04-08,25.6
5310,1968-04-09,25.8
5312,1968-04-10,25.7
5314,1968-04-11,26.9
5316,1968-04-12,31.3
5318,1968-04-13,28.3
5320,1968-04-14,25.6
5322,1968-04-15,23.7
5324,1968-04-16,24.6
5326,1968-04-17,23.8
5328,1968-04-18,26.5
5330,1968-04-19,30.2
5332,1968-04-20,28.3
5334,1968-04-21,24.0
5336,1968-04-22,23.6
5338,1968-04-23,26.1
5340,1968-04-24,25.4
5342,1968-04-25,23.3
5344,1968-04-26,23.4
5346,1968-04-27,25.8
5348,1968-04-28,27.4
5350,1968-04-29,31.8
5352,1968-04-30,25.8
5354,1968-05-01,22.8
5356,1968-05-02,22.2
5358,1968-05-03,22.8
5360,1968-05-04,24.1
5362,1968-05-05,25.3
5364,1968-05-06,25.5
5366,1968-05-07,26.4
5368,1968-05-08,30.6
5370,1968-05-09,28.6
5372,1968-05-10,25.0
5374,1968-05-11,28.7
5376,1968-05-12,23.9
5378,1968-05-13,23.6
5380,1968-05-14,28.1
5382,1968-05-15,28.6
5384,1968-05-16,23.3
5386,1968-05-17,20.2
5388,1968-05-18,21.1
5390,1968-05-19,22.2
5392,1968-05-20,22.8
5394,1968-05-21,25.6
5396,1968-05-22,21.5
5398,1968-05-23,20.7
5400,1968-05-24,22.0
5402,1968-05-25,27.9
5404,1968-05-26,25.3
5406,1968-05-27,26.4
5408,1968-05-28,25.9
5410,1968-05-29,24.1
5412,1968-05-30,21.7
5414,1968-05-31,23.2
5416,1968-06-01,22.8
5418,1968-06-02,22.7
5420,1968-06-03,23.0
5422,1968-06-04,23.4
5424,1968-06-05,24.1
5426,1968-06-06,26.1
5428,1968-06-07,26.8
5430,1968-06-08,26.7
5432,1968-06-09,22.3
5434,1968-06-10,21.2
5436,1968-06-11,21.6
5438,1968-06-12,22.3
5440,1968-06-13,23.1
5442,1968-06-14,23.7
5444,1968-06-15,24.1
5446,1968-06-16,22.8
5448,1968-06-17,23.1
5450,1968-06-18,25.2
5452,1968-06-19,29.1
5454,1968-06-20,23.1
5456,1968-06-21,24.8
5458,1968-06-22,24.4
5460,1968-06-23,23.6
5462,1968-06-24,26.0
5464,1968-06-25,23.0
5466,1968-06-26,20.5
5468,1968-06-27,21.8
5470,1968-06-28,22.7
5472,1968-06-29,21.7
5474,1968-06-30,23.1
5476,1968-07-01,22.2
5478,1968-07-02,22.7
5480,1968-07-03,23.9
5482,1968-07-04,26.3
5484,1968-07-05,29.5
5486,1968-07-06,24.9
5488,1968-07-07,23.7
5490,1968-07-08,25.4
5492,1968-07-09,27.7
5494,1968-07-10,24.9
5496,1968-07-11,20.0
5498,1968-07-12,22.7
5500,1968-07-13,22.4
5502,1968-07-14,24.6
5504,1968-07-15,24.6
5506,1968-07-16,24.7
5508,1968-07-17,25.7
5510,1968-07-18,23.7
5512,1968-07-19,23.4
5514,1968-07-20,25.2
5516,1968-07-21,24.2
5518,1968-07-22,22.7
5520,1968-07-23,22.9
5522,1968-07-24,22.9
5524,1968-07-25,22.6
5526,1968-07-26,20.7
5528,1968-07-27,21.2
5530,1968-07-28,19.7
5532,1968-07-29,22.2
5534,1968-07-30,21.7
5536,1968-07-31,22.3
5538,1968-08-01,22.3
5540,1968-08-02,22.8
5542,1968-08-03,25.4
5544,1968-08-04,23.4
5546,1968-08-05,22.4
5548,1968-08-06,22.4
5550,1968-08-07,23.3
5552,1968-08-08,24.8
5554,1968-08-09,27.6
5556,1968-08-10,23.7
5558,1968-08-11,22.3
5560,1968-08-12,22.5
5562,1968-08-13,22.0
5564,1968-08-14,22.0
5566,1968-08-15,22.4
5568,1968-08-16,21.8
5570,1968-08-17,22.6
5572,1968-08-18,22.5
5574,1968-08-19,23.9
5576,1968-08-20,23.5
5578,1968-08-21,25.3
5580,1968-08-22,24.1
5582,1968-08-23,20.7
5584,1968-08-24,20.9
5586,1968-08-25,22.1
5588,1968-08-26,22.0
5590,1968-08-27,22.8
5592,1968-08-28,23.5
5594,1968-08-29,24.0
5596,1968-08-30,28.7
5598,1968-08-31,26.8
5600,1968-09-01,22.8
5602,1968-09-02,22.1
5604,1968-09-03,20.8
5606,1968-09-04,17.0
5608,1968-09-05,19.8
5610,1968-09-06,23.1
5612,1968-09-07,22.4
5614,1968-09-08,23.4
5616,1968-09-09,23.9
5618,1968-09-10,26.8
5620,1968-09-11,28.0
5622,1968-09-12,24.6
5624,1968-09-13,24.8
5626,1968-09-14,21.8
5628,1968-09-15,24.0
5630,1968-09-16,32.4
5632,1968-09-17,23.4
5634,1968-09-18,22.1
5636,1968-09-19,24.3
5638,1968-09-20,33.4
5640,1968-09-21,24.7
5642,1968-09-22,21.0
5644,1968-09-23,21.4
5646,1968-09-24,22.9
5648,1968-09-25,22.8
5650,1968-09-26,24.5
5652,1968-09-27,26.6
5654,1968-09-28,28.6
5656,1968-09-29,26.3
5658,1968-09-30,23.7
5660,1968-10-01,20.7
5662,1968-10-02,23.5
5664,1968-10-03,24.7
5666,1968-10-04,26.3
5668,1968-10-05,28.0
5670,1968-10-06,29.8
5672,1968-10-07,31.4
5674,1968-10-08,27.0
5676,1968-10-09,23.4
5678,1968-10-10,20.7
5680,1968-10-11,18.2
5682,1968-10-12,18.3
5684,1968-10-13,19.6
5686,1968-10-14,19.4
5688,1968-10-15,19.4
5690,1968-10-16,25.0
5692,1968-10-17,30.5
5694,1968-10-18,29.4
5696,1968-10-19,22.5
5698,1968-10-20,22.3
5700,1968-10-21,21.4
5702,1968-10-22,19.8
5704,1968-10-23,25.5
5706,1968-10-24,25.7
5708,1968-10-25,29.5
5710,1968-10-26,29.7
5712,1968-10-27,26.6
5714,1968-10-28,30.5
5716,1968-10-29,32.2
5718,1968-10-30,30.4
5720,1968-10-31,25.4
5722,1968-11-01,28.1
5724,1968-11-02,36.3
5726,1968-11-03,35.6
5728,1968-11-04,28.8
5730,1968-11-05,25.9
5732,1968-11-06,29.7
5734,1968-11-07,30.3
5736,1968-11-08,25.9
5738,1968-11-09,24.0
5740,1968-11-10,30.0
5742,1968-11-11,29.1
5744,1968-11-12,24.7
5746,1968-11-13,23.9
5748,1968-11-14,24.6
5750,1968-11-15,27.1
5752,1968-11-16,27.1
5754,1968-11-17,24.4
5756,1968-11-18,21.7
5758,1968-11-19,24.5
5760,1968-11-20,24.6
5762,1968-11-21,24.3
5764,1968-11-22,23.7
5766,1968-11-23,26.4
5768,1968-11-24,25.5
5770,1968-11-25,24.5
5772,1968-11-26,24.8
5774,1968-11-27,25.9
5776,1968-11-28,28.8
5778,1968-11-29,27.8
5780,1968-11-30,29.7
5782,1968-12-01,27.6
5784,1968-12-02,22.4
5786,1968-12-03,23.6
5788,1968-12-04,26.1
5790,1968-12-05,25.8
5792,1968-12-06,30.4
5794,1968-12-07,26.7
5796,1968-12-08,26.7
5798,1968-12-09,25.8
5800,1968-12-10,24.7
5802,1968-12-11,25.1
5804,1968-12-12,28.5
5806,1968-12-13,28.3
5808,1968-12-14,29.0
5810,1968-12-15,35.7
5812,1968-12-16,35.9
5814,1968-12-17,29.3
5816,1968-12-18,25.8
5818,1968-12-19,27.6
5820,1968-12-20,31.7
5822,1968-12-21,34.1
5824,1968-12-22,34.7
5826,1968-12-23,36.4
5828,1968-12-24,33.4
5830,1968-12-25,32.6
5832,1968-12-26,27.4
5834,1968-12-27,27.8
5836,1968-12-28,36.6
5838,1968-12-29,32.1
5840,1968-12-30,28.7
5842,1968-12-31,32.0
5844,1969-01-01,36.2
5846,1969-01-02,32.9
5848,1969-01-03,28.6
5850,1969-01-04,29.2
5852,1969-01-05,33.0
5854,1969-01-06,34.2
5856,1969-01-07,34.5
5858,1969-01-08,34.5
5860,1969-01-09,36.8
5862,1969-01-10,34.7
5864,1969-01-11,28.4
5866,1969-01-12,26.5
5868,1969-01-13,27.1
5870,1969-01-14,29.0
5872,1969-01-15,35.6
5874,1969-01-16,32.0
5876,1969-01-17,28.6
5878,1969-01-18,28.1
5880,1969-01-19,27.1
5882,1969-01-20,28.1
5884,1969-01-21,28.3
5886,1969-01-22,27.5
5888,1969-01-23,27.6
5890,1969-01-24,25.5
5892,1969-01-25,29.3
5894,1969-01-26,27.8
5896,1969-01-27,29.5
5898,1969-01-28,31.9
5900,1969-01-29,31.4
5902,1969-01-30,31.3
5904,1969-01-31,32.5
5906,1969-02-01,33.8
5908,1969-02-02,32.6
5910,1969-02-03,29.6
5912,1969-02-04,27.7
5914,1969-02-05,28.4
5916,1969-02-06,28.9
5918,1969-02-07,28.4
5920,1969-02-08,28.4
5922,1969-02-09,28.6
5924,1969-02-10,27.8
5926,1969-02-11,29.7
5928,1969-02-12,31.0
5930,1969-02-13,29.3
5932,1969-02-14,30.9
5934,1969-02-15,36.1
5936,1969-02-16,36.2
5938,1969-02-17,35.2
5940,1969-02-18,32.9
5942,1969-02-19,31.3
5944,1969-02-20,26.0
5946,1969-02-21,26.3
5948,1969-02-22,28.6
5950,1969-02-23,26.8
5952,1969-02-24,28.8
5954,1969-02-25,29.6
5956,1969-02-26,33.4
5958,1969-02-27,34.9
5960,1969-02-28,31.4
5962,1969-03-01,28.2
5964,1969-03-02,28.8
5966,1969-03-03,28.7
5968,1969-03-04,33.1
5970,1969-03-05,31.3
5972,1969-03-06,29.1
5974,1969-03-07,28.6
5976,1969-03-08,28.0
5978,1969-03-09,27.5
5980,1969-03-10,26.4
5982,1969-03-11,28.2
5984,1969-03-12,28.0
5986,1969-03-13,27.6
5988,1969-03-14,27.1
5990,1969-03-15,25.6
5992,1969-03-16,27.2
5994,1969-03-17,28.4
5996,1969-03-18,30.2
5998,1969-03-19,29.3
6000,1969-03-20,27.9
6002,1969-03-21,30.7
6004,1969-03-22,30.9
6006,1969-03-23,30.4
6008,1969-03-24,29.3
6010,1969-03-25,32.7
6012,1969-03-26,35.5
6014,1969-03-27,30.1
6016,1969-03-28,28.9
6018,1969-03-29,28.4
6020,1969-03-30,28.5
6022,1969-03-31,30.0
6024,1969-04-01,32.1
6026,1969-04-02,31.2
6028,1969-04-03,24.1
6030,1969-04-04,26.6
6032,1969-04-05,32.5
6034,1969-04-06,25.9
6036,1969-04-07,24.9
6038,1969-04-08,26.3
6040,1969-04-09,25.6
6042,1969-04-10,26.3
6044,1969-04-11,27.4
6046,1969-04-12,26.7
6048,1969-04-13,25.6
6050,1969-04-14,26.2
6052,1969-04-15,23.9
6054,1969-04-16,25.5
6056,1969-04-17,25.8
6058,1969-04-18,27.1
6060,1969-04-19,26.1
6062,1969-04-20,26.1
6064,1969-04-21,28.6
6066,1969-04-22,28.7
6068,1969-04-23,26.0
6070,1969-04-24,28.3
6072,1969-04-25,25.7
6074,1969-04-26,27.0
6076,1969-04-27,26.4
6078,1969-04-28,29.0
6080,1969-04-29,27.4
6082,1969-04-30,28.5
6084,1969-05-01,26.4
6086,1969-05-02,29.8
6088,1969-05-03,32.8
6090,1969-05-04,31.5
6092,1969-05-05,24.5
6094,1969-05-06,23.7
6096,1969-05-07,24.4
6098,1969-05-08,24.8
6100,1969-05-09,25.5
6102,1969-05-10,26.2
6104,1969-05-11,26.3
6106,1969-05-12,27.9
6108,1969-05-13,25.9
6110,1969-05-14,24.7
6112,1969-05-15,24.5
6114,1969-05-16,24.5
6116,1969-05-17,25.1
6118,1969-05-18,26.7
6120,1969-05-19,27.4
6122,1969-05-20,29.5
6124,1969-05-21,30.7
6126,1969-05-22,29.1
6128,1969-05-23,25.8
6130,1969-05-24,26.6
6132,1969-05-25,25.9
6134,1969-05-26,30.6
6136,1969-05-27,28.4
6138,1969-05-28,24.8
6140,1969-05-29,24.9
6142,1969-05-30,27.7
6144,1969-05-31,29.4
6146,1969-06-01,27.6
6148,1969-06-02,26.9
6150,1969-06-03,22.3
6152,1969-06-04,24.7
6154,1969-06-05,24.1
6156,1969-06-06,23.8
6158,1969-06-07,23.5
6160,1969-06-08,26.6
6162,1969-06-09,28.3
6164,1969-06-10,27.7
6166,1969-06-11,27.2
6168,1969-06-12,26.3
6170,1969-06-13,29.2
6172,1969-06-14,30.7
6174,1969-06-15,30.7
6176,1969-06-16,25.3
6178,1969-06-17,28.7
6180,1969-06-18,27.5
6182,1969-06-19,22.4
6184,1969-06-20,23.3
6186,1969-06-21,24.2
6188,1969-06-22,24.2
6190,1969-06-23,23.5
6192,1969-06-24,22.8
6194,1969-06-25,21.8
6196,1969-06-26,20.6
6198,1969-06-27,21.5
6200,1969-06-28,24.0
6202,1969-06-29,27.8
6204,1969-06-30,27.3
6206,1969-07-01,24.8
6208,1969-07-02,24.3
6210,1969-07-03,24.1
6212,1969-07-04,23.8
6214,1969-07-05,24.8
6216,1969-07-06,27.2
6218,1969-07-07,28.3
6220,1969-07-08,22.9
6222,1969-07-09,22.6
6224,1969-07-10,19.5
6226,1969-07-11,18.7
6228,1969-07-12,20.9
6230,1969-07-13,22.8
6232,1969-07-14,22.4
6234,1969-07-15,24.5
6236,1969-07-16,22.3
6238,1969-07-17,21.5
6240,1969-07-18,22.4
6242,1969-07-19,27.8
6244,1969-07-20,26.9
6246,1969-07-21,28.3
6248,1969-07-22,28.8
6250,1969-07-23,27.1
6252,1969-07-24,22.8
6254,1969-07-25,23.4
6256,1969-07-26,24.4
6258,1969-07-27,22.9
6260,1969-07-28,24.5
6262,1969-07-29,24.3
6264,1969-07-30,26.4
6266,1969-07-31,27.7
6268,1969-08-01,29.6
6270,1969-08-02,25.0
6272,1969-08-03,19.7
6274,1969-08-04,21.1
6276,1969-08-05,24.4
6278,1969-08-06,29.7
6280,1969-08-07,23.1
6282,1969-08-08,20.6
6284,1969-08-09,25.3
6286,1969-08-10,28.1
6288,1969-08-11,29.4
6290,1969-08-12,26.3
6292,1969-08-13,29.5
6294,1969-08-14,30.6
6296,1969-08-15,30.4
6298,1969-08-16,24.9
6300,1969-08-17,29.8
6302,1969-08-18,21.8
6304,1969-08-19,34.2
6306,1969-08-20,22.8
6308,1969-08-21,18.2
6310,1969-08-22,21.1
6312,1969-08-23,24.5
6314,1969-08-24,25.9
6316,1969-08-25,25.2
6318,1969-08-26,27.8
6320,1969-08-27,24.3
6322,1969-08-28,25.5
6324,1969-08-29,21.7
6326,1969-08-30,19.7
6328,1969-08-31,21.3
6330,1969-09-01,23.8
6332,1969-09-02,23.7
6334,1969-09-03,33.8
6336,1969-09-04,33.3
6338,1969-09-05,25.2
6340,1969-09-06,23.9
6342,1969-09-07,31.8
6344,1969-09-08,29.2
6346,1969-09-09,22.1
6348,1969-09-10,31.4
6350,1969-09-11,27.0
6352,1969-09-12,23.1
6354,1969-09-13,22.2
6356,1969-09-14,21.4
6358,1969-09-15,20.2
6360,1969-09-16,21.6
6362,1969-09-17,29.6
6364,1969-09-18,32.1
6366,1969-09-19,25.7
6368,1969-09-20,30.3
6370,1969-09-21,26.7
6372,1969-09-22,21.8
6374,1969-09-23,22.8
6376,1969-09-24,24.1
6378,1969-09-25,25.8
6380,1969-09-26,27.7
6382,1969-09-27,25.8
6384,1969-09-28,29.0
6386,1969-09-29,34.5
6388,1969-09-30,27.1
6390,1969-10-01,26.4
6392,1969-10-02,20.8
6394,1969-10-03,22.1
6396,1969-10-04,24.6
6398,1969-10-05,29.4
6400,1969-10-06,28.8
6402,1969-10-07,23.8
6404,1969-10-08,20.8
6406,1969-10-09,25.0
6408,1969-10-10,25.3
6410,1969-10-11,22.6
6412,1969-10-12,20.9
6414,1969-10-13,22.9
6416,1969-10-14,23.6
6418,1969-10-15,25.5
6420,1969-10-16,24.9
6422,1969-10-17,22.8
6424,1969-10-18,20.5
6426,1969-10-19,23.5
